Id,Level,Rank,Reward
1639,26,39,1:2:30000
1640,26,40,1:2:30000
1641,26,41,1:2:30000
1642,26,42,1:2:30000
1643,26,43,1:2:30000
1644,26,44,1:2:30000
1645,26,45,1:2:30000
1646,26,46,1:2:30000
1647,26,47,1:2:30000
1648,26,48,1:2:30000
1649,26,49,1:2:30000
1650,26,50,1:2:30000
1651,26,51,1:2:30000
1652,26,52,1:2:30000
1653,26,53,1:2:30000
1654,26,54,1:2:30000
1655,26,55,1:2:30000
1656,26,56,1:2:30000
1657,26,57,1:2:30000
1658,26,58,1:2:30000
1659,26,59,1:2:30000
1660,26,60,1:2:30000
1661,26,61,1:2:30000
1662,26,62,1:2:30000
1663,26,63,1:2:30000
1664,26,64,1:2:30000
1665,27,1,1:2:400000|2:200105:20|3:104010:1
1666,27,2,1:2:280000|2:200105:15
1667,27,3,1:2:240000|2:200105:11
1668,27,4,1:2:200000|2:200105:8
1669,27,5,1:2:160000|2:200105:5
1670,27,6,1:2:160000|2:200105:5
1671,27,7,1:2:160000|2:200105:5
1672,27,8,1:2:160000|2:200105:5
1673,27,9,1:2:120000|2:200105:3
1674,27,10,1:2:120000|2:200105:3
1675,27,11,1:2:120000|2:200105:3
1676,27,12,1:2:120000|2:200105:3
1677,27,13,1:2:120000|2:200105:3
1678,27,14,1:2:120000|2:200105:3
1679,27,15,1:2:120000|2:200105:3
1680,27,16,1:2:120000|2:200105:3
1681,27,17,1:2:60000|2:200105:1
1682,27,18,1:2:60000|2:200105:1
1683,27,19,1:2:60000|2:200105:1
1684,27,20,1:2:60000|2:200105:1
1685,27,21,1:2:60000|2:200105:1
1686,27,22,1:2:60000|2:200105:1
1687,27,23,1:2:60000|2:200105:1
1688,27,24,1:2:60000|2:200105:1
1689,27,25,1:2:60000|2:200105:1
1690,27,26,1:2:60000|2:200105:1
1691,27,27,1:2:60000|2:200105:1
1692,27,28,1:2:60000|2:200105:1
1693,27,29,1:2:60000|2:200105:1
1694,27,30,1:2:60000|2:200105:1
1695,27,31,1:2:60000|2:200105:1
1696,27,32,1:2:60000|2:200105:1
1697,27,33,1:2:30000
1698,27,34,1:2:30000
1699,27,35,1:2:30000
1700,27,36,1:2:30000
1701,27,37,1:2:30000
1702,27,38,1:2:30000
1703,27,39,1:2:30000
1704,27,40,1:2:30000
1705,27,41,1:2:30000
1706,27,42,1:2:30000
1707,27,43,1:2:30000
1708,27,44,1:2:30000
1709,27,45,1:2:30000
1710,27,46,1:2:30000
1711,27,47,1:2:30000
1712,27,48,1:2:30000
1713,27,49,1:2:30000
1714,27,50,1:2:30000
1715,27,51,1:2:30000
1716,27,52,1:2:30000
1717,27,53,1:2:30000
1718,27,54,1:2:30000
1719,27,55,1:2:30000
1720,27,56,1:2:30000
1721,27,57,1:2:30000
1722,27,58,1:2:30000
1723,27,59,1:2:30000
1724,27,60,1:2:30000
1725,27,61,1:2:30000
1726,27,62,1:2:30000
1727,27,63,1:2:30000
1728,27,64,1:2:30000
1729,28,1,1:2:400000|2:200105:20|3:104010:1
1730,28,2,1:2:280000|2:200105:15
1731,28,3,1:2:240000|2:200105:11
1732,28,4,1:2:200000|2:200105:8
1733,28,5,1:2:160000|2:200105:5
1734,28,6,1:2:160000|2:200105:5
1735,28,7,1:2:160000|2:200105:5
1736,28,8,1:2:160000|2:200105:5
1737,28,9,1:2:120000|2:200105:3
1738,28,10,1:2:120000|2:200105:3
1739,28,11,1:2:120000|2:200105:3
1740,28,12,1:2:120000|2:200105:3
1741,28,13,1:2:120000|2:200105:3
1742,28,14,1:2:120000|2:200105:3
1743,28,15,1:2:120000|2:200105:3
1744,28,16,1:2:120000|2:200105:3
1745,28,17,1:2:60000|2:200105:1
1746,28,18,1:2:60000|2:200105:1
1747,28,19,1:2:60000|2:200105:1
1748,28,20,1:2:60000|2:200105:1
1749,28,21,1:2:60000|2:200105:1
1750,28,22,1:2:60000|2:200105:1
1751,28,23,1:2:60000|2:200105:1
1752,28,24,1:2:60000|2:200105:1
1753,28,25,1:2:60000|2:200105:1
1754,28,26,1:2:60000|2:200105:1
1755,28,27,1:2:60000|2:200105:1
1756,28,28,1:2:60000|2:200105:1
1757,28,29,1:2:60000|2:200105:1
1758,28,30,1:2:60000|2:200105:1
1759,28,31,1:2:60000|2:200105:1
1760,28,32,1:2:60000|2:200105:1
1761,28,33,1:2:30000
1762,28,34,1:2:30000
1763,28,35,1:2:30000
1764,28,36,1:2:30000
1765,28,37,1:2:30000
1766,28,38,1:2:30000
1767,28,39,1:2:30000
1768,28,40,1:2:30000
1769,28,41,1:2:30000
1770,28,42,1:2:30000
1771,28,43,1:2:30000
1772,28,44,1:2:30000
1773,28,45,1:2:30000
1774,28,46,1:2:30000
1775,28,47,1:2:30000
1776,28,48,1:2:30000
1777,28,49,1:2:30000
1778,28,50,1:2:30000
1779,28,51,1:2:30000
1780,28,52,1:2:30000
1781,28,53,1:2:30000
1782,28,54,1:2:30000
1783,28,55,1:2:30000
1784,28,56,1:2:30000
1785,28,57,1:2:30000
1786,28,58,1:2:30000
1787,28,59,1:2:30000
1788,28,60,1:2:30000
1789,28,61,1:2:30000
1790,28,62,1:2:30000
1791,28,63,1:2:30000
1792,28,64,1:2:30000
1793,29,1,1:2:400000|2:200105:20|3:104010:1
1794,29,2,1:2:280000|2:200105:15
1795,29,3,1:2:240000|2:200105:11
1796,29,4,1:2:200000|2:200105:8
1797,29,5,1:2:160000|2:200105:5
1798,29,6,1:2:160000|2:200105:5
1799,29,7,1:2:160000|2:200105:5
1800,29,8,1:2:160000|2:200105:5
1801,29,9,1:2:120000|2:200105:3
1802,29,10,1:2:120000|2:200105:3
1803,29,11,1:2:120000|2:200105:3
1804,29,12,1:2:120000|2:200105:3
1805,29,13,1:2:120000|2:200105:3
1806,29,14,1:2:120000|2:200105:3
1807,29,15,1:2:120000|2:200105:3
1808,29,16,1:2:120000|2:200105:3
1809,29,17,1:2:60000|2:200105:1
1810,29,18,1:2:60000|2:200105:1
1811,29,19,1:2:60000|2:200105:1
1812,29,20,1:2:60000|2:200105:1
1813,29,21,1:2:60000|2:200105:1
1814,29,22,1:2:60000|2:200105:1
1815,29,23,1:2:60000|2:200105:1
1816,29,24,1:2:60000|2:200105:1
1817,29,25,1:2:60000|2:200105:1
1818,29,26,1:2:60000|2:200105:1
1819,29,27,1:2:60000|2:200105:1
1820,29,28,1:2:60000|2:200105:1
1821,29,29,1:2:60000|2:200105:1
1822,29,30,1:2:60000|2:200105:1
1823,29,31,1:2:60000|2:200105:1
1824,29,32,1:2:60000|2:200105:1
1825,29,33,1:2:30000
1826,29,34,1:2:30000
1827,29,35,1:2:30000
1828,29,36,1:2:30000
1829,29,37,1:2:30000
1830,29,38,1:2:30000
1831,29,39,1:2:30000
1832,29,40,1:2:30000
1833,29,41,1:2:30000
1834,29,42,1:2:30000
1835,29,43,1:2:30000
1836,29,44,1:2:30000
1837,29,45,1:2:30000
1838,29,46,1:2:30000
1839,29,47,1:2:30000
1840,29,48,1:2:30000
1841,29,49,1:2:30000
1842,29,50,1:2:30000
1843,29,51,1:2:30000
1844,29,52,1:2:30000
1845,29,53,1:2:30000
1846,29,54,1:2:30000
1847,29,55,1:2:30000
1848,29,56,1:2:30000
1849,29,57,1:2:30000
1850,29,58,1:2:30000
1851,29,59,1:2:30000
1852,29,60,1:2:30000
1853,29,61,1:2:30000
1854,29,62,1:2:30000
1855,29,63,1:2:30000
1856,29,64,1:2:30000
1857,30,1,1:2:400000|2:200105:20|3:104010:1
1858,30,2,1:2:280000|2:200105:15
1859,30,3,1:2:240000|2:200105:11
1860,30,4,1:2:200000|2:200105:8
1861,30,5,1:2:160000|2:200105:5
1862,30,6,1:2:160000|2:200105:5
1863,30,7,1:2:160000|2:200105:5
1864,30,8,1:2:160000|2:200105:5
1865,30,9,1:2:120000|2:200105:3
1866,30,10,1:2:120000|2:200105:3
1867,30,11,1:2:120000|2:200105:3
1868,30,12,1:2:120000|2:200105:3
1869,30,13,1:2:120000|2:200105:3
1870,30,14,1:2:120000|2:200105:3
1871,30,15,1:2:120000|2:200105:3
1872,30,16,1:2:120000|2:200105:3
1873,30,17,1:2:60000|2:200105:1
1874,30,18,1:2:60000|2:200105:1
1875,30,19,1:2:60000|2:200105:1
1876,30,20,1:2:60000|2:200105:1
1877,30,21,1:2:60000|2:200105:1
1878,30,22,1:2:60000|2:200105:1
1879,30,23,1:2:60000|2:200105:1
1880,30,24,1:2:60000|2:200105:1
1881,30,25,1:2:60000|2:200105:1
1882,30,26,1:2:60000|2:200105:1
1883,30,27,1:2:60000|2:200105:1
1884,30,28,1:2:60000|2:200105:1
1885,30,29,1:2:60000|2:200105:1
1886,30,30,1:2:60000|2:200105:1
1887,30,31,1:2:60000|2:200105:1
1888,30,32,1:2:60000|2:200105:1
1889,30,33,1:2:30000
1890,30,34,1:2:30000
1891,30,35,1:2:30000
1892,30,36,1:2:30000
1893,30,37,1:2:30000
1894,30,38,1:2:30000
1895,30,39,1:2:30000
1896,30,40,1:2:30000
1897,30,41,1:2:30000
1898,30,42,1:2:30000
1899,30,43,1:2:30000
1900,30,44,1:2:30000
1901,30,45,1:2:30000
1902,30,46,1:2:30000
1903,30,47,1:2:30000
1904,30,48,1:2:30000
1905,30,49,1:2:30000
1906,30,50,1:2:30000
1907,30,51,1:2:30000
1908,30,52,1:2:30000
1909,30,53,1:2:30000
1910,30,54,1:2:30000
1911,30,55,1:2:30000
1912,30,56,1:2:30000
1913,30,57,1:2:30000
1914,30,58,1:2:30000
1915,30,59,1:2:30000
1916,30,60,1:2:30000
1917,30,61,1:2:30000
1918,30,62,1:2:30000
1919,30,63,1:2:30000
1920,30,64,1:2:30000
