Id,Name,Icon,Chapter,Tactics,TacticsLevels,Star3,Buff,FirstReward,Reward,Lv,NextId
5004208,第8关,900118,20142,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,55,5004209
5004209,第9关,900119,20142,"[101,201]","[1,1]","[1001,1002]",4:5:10:4|4:5:15:8|4:5:20:12,2:100109:10,2:100109:30|1:2:200,55,5004210
5004210,第10关,900120,20142,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,55,5004301
5004301,第1关,900101,20143,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,56,5004302
5004302,第2关,900102,20143,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,56,5004303
5004303,第3关,900103,20143,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,56,5004304
5004304,第4关,900104,20143,"[101,201]","[1,1]","[1001,1002]",5:4:10:4|5:4:15:8|5:4:20:12,2:100109:10,2:100109:30|1:2:200,56,5004305
5004305,第5关,900105,20143,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,56,5004306
5004306,第6关,900106,20143,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,56,5004307
5004307,第7关,900107,20143,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,56,5004308
5004308,第8关,900108,20143,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,56,5004309
5004309,第9关,900109,20143,"[101,201]","[1,1]","[1001,1002]",1:7:10:4|1:7:15:8|1:7:20:12,2:100109:10,2:100109:30|1:2:200,56,5004310
5004310,第10关,900110,20143,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,56,5004401
5004401,第1关,900111,20144,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,57,5004402
5004402,第2关,900112,20144,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,57,5004403
5004403,第3关,900113,20144,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,57,5004404
5004404,第4关,900114,20144,"[101,201]","[1,1]","[1001,1002]",2:7:10:4|2:7:15:8|2:7:20:12,2:100109:10,2:100109:30|1:2:200,57,5004405
5004405,第5关,900115,20144,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,57,5004406
5004406,第6关,900116,20144,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,57,5004407
5004407,第7关,900117,20144,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,57,5004408
5004408,第8关,900118,20144,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,57,5004409
5004409,第9关,900119,20144,"[101,201]","[1,1]","[1001,1002]",3:7:10:4|3:7:15:8|3:7:20:12,2:100109:10,2:100109:30|1:2:200,57,5004410
5004410,第10关,900120,20144,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,57,5004501
5004501,第1关,900101,20145,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,58,5004502
5004502,第2关,900102,20145,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,58,5004503
5004503,第3关,900103,20145,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,58,5004504
5004504,第4关,900104,20145,"[101,201]","[1,1]","[1001,1002]",4:4:10:4|4:4:15:8|4:4:20:12,2:100109:10,2:100109:30|1:2:200,58,5004505
5004505,第5关,900105,20145,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,58,5004506
5004506,第6关,900106,20145,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,58,5004507
5004507,第7关,900107,20145,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,58,5004508
5004508,第8关,900108,20145,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,58,5004509
5004509,第9关,900109,20145,"[101,201]","[1,1]","[1001,1002]",5:3:10:4|5:3:15:8|5:3:20:12,2:100109:10,2:100109:30|1:2:200,58,5004510
5004510,第10关,900110,20145,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,58,5004601
5004601,第1关,900111,20146,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,59,5004602
5004602,第2关,900112,20146,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,59,5004603
5004603,第3关,900113,20146,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,59,5004604
5004604,第4关,900114,20146,"[101,201]","[1,1]","[1001,1002]",1:6:10:4|1:6:15:8|1:6:20:12,2:100109:10,2:100109:30|1:2:200,59,5004605
5004605,第5关,900115,20146,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,59,5004606
5004606,第6关,900116,20146,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,59,5004607
5004607,第7关,900117,20146,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,59,5004608
5004608,第8关,900118,20146,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,59,5004609
5004609,第9关,900119,20146,"[101,201]","[1,1]","[1001,1002]",2:10:10:4|2:10:15:8|2:10:20:12,2:100109:10,2:100109:30|1:2:200,59,5004610
5004610,第10关,900120,20146,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,59,5004701
5004701,第1关,900101,20147,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,60,5004702
5004702,第2关,900102,20147,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,60,5004703
5004703,第3关,900103,20147,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,60,5004704
5004704,第4关,900104,20147,"[101,201]","[1,1]","[1001,1002]",3:6:10:4|3:6:15:8|3:6:20:12,2:100109:10,2:100109:30|1:2:200,60,5004705
5004705,第5关,900105,20147,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,60,5004706
5004706,第6关,900106,20147,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,60,5004707
5004707,第7关,900107,20147,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,60,5004708
5004708,第8关,900108,20147,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,60,5004709
5004709,第9关,900109,20147,"[101,201]","[1,1]","[1001,1002]",4:7:10:4|4:7:15:8|4:7:20:12,2:100109:10,2:100109:30|1:2:200,60,5004710
5004710,第10关,900110,20147,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,60,5004801
5004801,第1关,900111,20148,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,61,5004802
5004802,第2关,900112,20148,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,61,5004803
5004803,第3关,900113,20148,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,61,5004804
5004804,第4关,900114,20148,"[101,201]","[1,1]","[1001,1002]",5:6:10:4|5:6:15:8|5:6:20:12,2:100109:10,2:100109:30|1:2:200,61,5004805
5004805,第5关,900115,20148,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,61,5004806
5004806,第6关,900116,20148,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,61,5004807
5004807,第7关,900117,20148,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,61,5004808
5004808,第8关,900118,20148,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,61,5004809
5004809,第9关,900119,20148,"[101,201]","[1,1]","[1001,1002]",1:9:10:4|1:9:15:8|1:9:20:12,2:100109:10,2:100109:30|1:2:200,61,5004810
5004810,第10关,900120,20148,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,61,5004901
5004901,第1关,900101,20149,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,62,5004902
5004902,第2关,900102,20149,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,62,5004903
5004903,第3关,900103,20149,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,62,5004904
5004904,第4关,900104,20149,"[101,201]","[1,1]","[1001,1002]",2:2:10:4|2:2:15:8|2:2:20:12,2:100109:10,2:100109:30|1:2:200,62,5004905
5004905,第5关,900105,20149,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,62,5004906
5004906,第6关,900106,20149,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,62,5004907
5004907,第7关,900107,20149,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,62,5004908
5004908,第8关,900108,20149,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,62,5004909
5004909,第9关,900109,20149,"[101,201]","[1,1]","[1001,1002]",3:2:10:4|3:2:15:8|3:2:20:12,2:100109:10,2:100109:30|1:2:200,62,5004910
5004910,第10关,900110,20149,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,62,5005001
5005001,第1关,900111,20150,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,63,5005002
5005002,第2关,900112,20150,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,63,5005003
5005003,第3关,900113,20150,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,63,5005004
5005004,第4关,900114,20150,"[101,201]","[1,1]","[1001,1002]",4:6:10:4|4:6:15:8|4:6:20:12,2:100109:10,2:100109:30|1:2:200,63,5005005
5005005,第5关,900115,20150,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,63,5005006
5005006,第6关,900116,20150,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,63,5005007
5005007,第7关,900117,20150,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,63,5005008
5005008,第8关,900118,20150,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,63,5005009
5005009,第9关,900119,20150,"[101,201]","[1,1]","[1001,1002]",5:10:10:4|5:10:15:8|5:10:20:12,2:100109:10,2:100109:30|1:2:200,63,5005010
5005010,第10关,900120,20150,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,63,5005101
5005101,第1关,900101,20151,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,64,5005102
5005102,第2关,900102,20151,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,64,5005103
5005103,第3关,900103,20151,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,64,5005104
5005104,第4关,900104,20151,"[101,201]","[1,1]","[1001,1002]",1:3:10:4|1:3:15:8|1:3:20:12,2:100109:10,2:100109:30|1:2:200,64,5005105
5005105,第5关,900105,20151,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,64,5005106
5005106,第6关,900106,20151,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,64,5005107
5005107,第7关,900107,20151,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,64,5005108
5005108,第8关,900108,20151,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,64,5005109
5005109,第9关,900109,20151,"[101,201]","[1,1]","[1001,1002]",2:1:10:4|2:1:15:8|2:1:20:12,2:100109:10,2:100109:30|1:2:200,64,5005110
5005110,第10关,900110,20151,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,64,5005201
5005201,第1关,900111,20152,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,65,5005202
5005202,第2关,900112,20152,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,65,5005203
5005203,第3关,900113,20152,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,65,5005204
5005204,第4关,900114,20152,"[101,201]","[1,1]","[1001,1002]",3:1:10:4|3:1:15:8|3:1:20:12,2:100109:10,2:100109:30|1:2:200,65,5005205
5005205,第5关,900115,20152,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,65,5005206
5005206,第6关,900116,20152,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,65,5005207
5005207,第7关,900117,20152,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,65,5005208
5005208,第8关,900118,20152,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,65,5005209
5005209,第9关,900119,20152,"[101,201]","[1,1]","[1001,1002]",4:2:10:4|4:2:15:8|4:2:20:12,2:100109:10,2:100109:30|1:2:200,65,5005210
5005210,第10关,900120,20152,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,65,5005301
5005301,第1关,900101,20153,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,66,5005302
5005302,第2关,900102,20153,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,66,5005303
5005303,第3关,900103,20153,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,66,5005304
5005304,第4关,900104,20153,"[101,201]","[1,1]","[1001,1002]",5:2:10:4|5:2:15:8|5:2:20:12,2:100109:10,2:100109:30|1:2:200,66,5005305
5005305,第5关,900105,20153,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,66,5005306
5005306,第6关,900106,20153,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,66,5005307
5005307,第7关,900107,20153,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,66,5005308
5005308,第8关,900108,20153,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,66,5005309
5005309,第9关,900109,20153,"[101,201]","[1,1]","[1001,1002]",1:4:10:4|1:4:15:8|1:4:20:12,2:100109:10,2:100109:30|1:2:200,66,5005310
5005310,第10关,900110,20153,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,66,5005401
5005401,第1关,900111,20154,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,67,5005402
5005402,第2关,900112,20154,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,67,5005403
5005403,第3关,900113,20154,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,67,5005404
5005404,第4关,900114,20154,"[101,201]","[1,1]","[1001,1002]",2:3:10:4|2:3:15:8|2:3:20:12,2:100109:10,2:100109:30|1:2:200,67,5005405
5005405,第5关,900115,20154,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,67,5005406
5005406,第6关,900116,20154,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,67,5005407
5005407,第7关,900117,20154,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,67,5005408
5005408,第8关,900118,20154,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,67,5005409
5005409,第9关,900119,20154,"[101,201]","[1,1]","[1001,1002]",3:8:10:4|3:8:15:8|3:8:20:12,2:100109:10,2:100109:30|1:2:200,67,5005410
5005410,第10关,900120,20154,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,67,5005501
5005501,第1关,900101,20155,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,68,5005502
5005502,第2关,900102,20155,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,68,5005503
5005503,第3关,900103,20155,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,68,5005504
5005504,第4关,900104,20155,"[101,201]","[1,1]","[1001,1002]",4:9:10:4|4:9:15:8|4:9:20:12,2:100109:10,2:100109:30|1:2:200,68,5005505
5005505,第5关,900105,20155,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,68,5005506
5005506,第6关,900106,20155,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,68,5005507
5005507,第7关,900107,20155,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,68,5005508
5005508,第8关,900108,20155,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,68,5005509
5005509,第9关,900109,20155,"[101,201]","[1,1]","[1001,1002]",5:7:10:4|5:7:15:8|5:7:20:12,2:100109:10,2:100109:30|1:2:200,68,5005510
5005510,第10关,900110,20155,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,68,5005601
5005601,第1关,900111,20156,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,69,5005602
5005602,第2关,900112,20156,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,69,5005603
5005603,第3关,900113,20156,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,69,5005604
5005604,第4关,900114,20156,"[101,201]","[1,1]","[1001,1002]",1:5:10:4|1:5:15:8|1:5:20:12,2:100109:10,2:100109:30|1:2:200,69,5005605
5005605,第5关,900115,20156,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,69,5005606
5005606,第6关,900116,20156,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,69,5005607
5005607,第7关,900117,20156,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,69,5005608
5005608,第8关,900118,20156,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,69,5005609
5005609,第9关,900119,20156,"[101,201]","[1,1]","[1001,1002]",2:4:10:4|2:4:15:8|2:4:20:12,2:100109:10,2:100109:30|1:2:200,69,5005610
5005610,第10关,900120,20156,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,69,5005701
5005701,第1关,900101,20157,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,70,5005702
5005702,第2关,900102,20157,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,70,5005703
5005703,第3关,900103,20157,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,70,5005704
5005704,第4关,900104,20157,"[101,201]","[1,1]","[1001,1002]",3:5:10:4|3:5:15:8|3:5:20:12,2:100109:10,2:100109:30|1:2:200,70,5005705
5005705,第5关,900105,20157,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,70,5005706
5005706,第6关,900106,20157,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,70,5005707
5005707,第7关,900107,20157,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,70,5005708
5005708,第8关,900108,20157,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,70,5005709
5005709,第9关,900109,20157,"[101,201]","[1,1]","[1001,1002]",4:8:10:4|4:8:15:8|4:8:20:12,2:100109:10,2:100109:30|1:2:200,70,5005710
5005710,第10关,900110,20157,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,70,5005801
5005801,第1关,900111,20158,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,71,5005802
5005802,第2关,900112,20158,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,71,5005803
5005803,第3关,900113,20158,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,71,5005804
5005804,第4关,900114,20158,"[101,201]","[1,1]","[1001,1002]",5:1:10:4|5:1:15:8|5:1:20:12,2:100109:10,2:100109:30|1:2:200,71,5005805
5005805,第5关,900115,20158,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,71,5005806
5005806,第6关,900116,20158,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,71,5005807
5005807,第7关,900117,20158,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,71,5005808
5005808,第8关,900118,20158,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,71,5005809
5005809,第9关,900119,20158,"[101,201]","[1,1]","[1001,1002]",1:1:10:4|1:1:15:8|1:1:20:12,2:100109:10,2:100109:30|1:2:200,71,5005810
5005810,第10关,900120,20158,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,71,5005901
5005901,第1关,900101,20159,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,72,5005902
5005902,第2关,900102,20159,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,72,5005903
5005903,第3关,900103,20159,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,72,5005904
5005904,第4关,900104,20159,"[101,201]","[1,1]","[1001,1002]",2:5:10:4|2:5:15:8|2:5:20:12,2:100109:10,2:100109:30|1:2:200,72,5005905
5005905,第5关,900105,20159,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,72,5005906
5005906,第6关,900106,20159,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,72,5005907
5005907,第7关,900107,20159,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,72,5005908
5005908,第8关,900108,20159,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,72,5005909
5005909,第9关,900109,20159,"[101,201]","[1,1]","[1001,1002]",3:9:10:4|3:9:15:8|3:9:20:12,2:100109:10,2:100109:30|1:2:200,72,5005910
5005910,第10关,900110,20159,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,72,5006001
5006001,第1关,900111,20160,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,73,5006002
5006002,第2关,900112,20160,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,73,5006003
5006003,第3关,900113,20160,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,73,5006004
5006004,第4关,900114,20160,"[101,201]","[1,1]","[1001,1002]",4:10:10:4|4:10:15:8|4:10:20:12,2:100109:10,2:100109:30|1:2:200,73,5006005
5006005,第5关,900115,20160,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,73,5006006
5006006,第6关,900116,20160,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,73,5006007
5006007,第7关,900117,20160,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,73,5006008
5006008,第8关,900118,20160,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,73,5006009
5006009,第9关,900119,20160,"[101,201]","[1,1]","[1001,1002]",5:8:10:4|5:8:15:8|5:8:20:12,2:100109:10,2:100109:30|1:2:200,73,5006010
5006010,第10关,900120,20160,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,73,5006101
5006101,第1关,900101,20161,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,74,5006102
5006102,第2关,900102,20161,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,74,5006103
5006103,第3关,900103,20161,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,74,5006104
5006104,第4关,900104,20161,"[101,201]","[1,1]","[1001,1002]",1:10:10:4|1:10:15:8|1:10:20:12,2:100109:10,2:100109:30|1:2:200,74,5006105
5006105,第5关,900105,20161,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,74,5006106
5006106,第6关,900106,20161,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,74,5006107
5006107,第7关,900107,20161,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,74,5006108
5006108,第8关,900108,20161,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,74,5006109
5006109,第9关,900109,20161,"[101,201]","[1,1]","[1001,1002]",2:6:10:4|2:6:15:8|2:6:20:12,2:100109:10,2:100109:30|1:2:200,74,5006110
5006110,第10关,900110,20161,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,74,5006201
5006201,第1关,900111,20162,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,75,5006202
5006202,第2关,900112,20162,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,75,5006203
5006203,第3关,900113,20162,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,75,5006204
5006204,第4关,900114,20162,"[101,201]","[1,1]","[1001,1002]",3:10:10:4|3:10:15:8|3:10:20:12,2:100109:10,2:100109:30|1:2:200,75,5006205
5006205,第5关,900115,20162,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,75,5006206
5006206,第6关,900116,20162,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,75,5006207
5006207,第7关,900117,20162,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,75,5006208
5006208,第8关,900118,20162,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,75,5006209
5006209,第9关,900119,20162,"[101,201]","[1,1]","[1001,1002]",4:1:10:4|4:1:15:8|4:1:20:12,2:100109:10,2:100109:30|1:2:200,75,5006210
5006210,第10关,900120,20162,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,75,5006301
5006301,第1关,900101,20163,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,76,5006302
5006302,第2关,900102,20163,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,76,5006303
5006303,第3关,900103,20163,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,76,5006304
5006304,第4关,900104,20163,"[101,201]","[1,1]","[1001,1002]",5:9:10:4|5:9:15:8|5:9:20:12,2:100109:10,2:100109:30|1:2:200,76,5006305
5006305,第5关,900105,20163,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,76,5006306
5006306,第6关,900106,20163,"[101,201]","[1,1]","[1001,1002]",,2:100109:10,2:100109:30|1:2:200,76,5006307
