Id,Name,Icon,Country,Tactics,TacticsLevels,FirstReward,Reward,Count,Star3
2030805,奥克兰县法老,100111,20308,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2030806,KW Titans,100112,20308,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600408:5,1:4:100|2:100105:5|2:600408:2,40,"[1001,1002]"
2030807,詹姆斯敦豺狼,100113,20308,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2030808,纽芬兰Rogues,100114,20308,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2030809,London Lightning,100101,20308,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600409:5,1:4:100|2:100105:5|2:600409:2,40,"[1001,1002]"
2030810,Windsor Express,100102,20308,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600410:5,1:4:100|2:100105:5|2:600410:2,40,"[1001,1002]"
2030901,Metropolitanos,100103,20309,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2030902,Matanzas,100104,20309,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2030903,Mayabeque,100105,20309,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600401:5,1:4:100|2:100105:5|2:600401:2,40,"[1001,1002]"
2030904,Pinar del Rio,100106,20309,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2030905,Artemisa,100107,20309,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2030906,圣斯皮里图斯,100108,20309,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600402:5,1:4:100|2:100105:5|2:600402:2,40,"[1001,1002]"
2030907,圣地亚哥,100109,20309,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2030908,谢戈德阿维拉,100110,20309,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2030909,比亚克拉拉,100111,20309,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600403:5,1:4:100|2:100105:5|2:600403:2,40,"[1001,1002]"
2030910,Capitalinos,100112,20309,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600404:5,1:4:100|2:100105:5|2:600404:2,40,"[1001,1002]"
2031001,太空人,100113,20310,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2031002,多拉多斯,100114,20310,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2031003,阿比查斯,100101,20310,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600405:5,1:4:100|2:100105:5|2:600405:2,40,"[1001,1002]"
2031004,富尔萨雷吉亚,100102,20310,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2031005,利伯塔多瑞斯,100103,20310,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2031006,普拉特罗斯,100104,20310,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600406:5,1:4:100|2:100105:5|2:600406:2,40,"[1001,1002]"
2031007,米拿罗斯,100105,20310,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2031008,墨西卡利,100106,20310,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2031009,夏拉帕,100107,20310,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600407:5,1:4:100|2:100105:5|2:600407:2,40,"[1001,1002]"
2031010,克雷卡米诺斯,100108,20310,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600408:5,1:4:100|2:100105:5|2:600408:2,40,"[1001,1002]"
2040101,国家青年队1,100109,20401,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040102,国家青年队2,100110,20401,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040103,国家青年队3,100111,20401,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600409:5,1:4:100|2:100105:5|2:600409:2,40,"[1001,1002]"
2040104,国家青年队4,100112,20401,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040105,国家青年队5,100113,20401,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040106,国家青年队6,100114,20401,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600410:5,1:4:100|2:100105:5|2:600410:2,40,"[1001,1002]"
2040107,国家青年队7,100101,20401,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040108,国家青年队8,100102,20401,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040109,国家青年队9,100103,20401,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600401:5,1:4:100|2:100105:5|2:600401:2,40,"[1001,1002]"
2040110,国家青年队10,100104,20401,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600402:5,1:4:100|2:100105:5|2:600402:2,40,"[1001,1002]"
2040201,国家青年队1,100105,20402,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040202,国家青年队2,100106,20402,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040203,国家青年队3,100107,20402,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600403:5,1:4:100|2:100105:5|2:600403:2,40,"[1001,1002]"
2040204,国家青年队4,100108,20402,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040205,国家青年队5,100109,20402,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040206,国家青年队6,100110,20402,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600404:5,1:4:100|2:100105:5|2:600404:2,40,"[1001,1002]"
2040207,国家青年队7,100111,20402,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040208,国家青年队8,100112,20402,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040209,国家青年队9,100113,20402,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600405:5,1:4:100|2:100105:5|2:600405:2,40,"[1001,1002]"
2040210,国家青年队10,100114,20402,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600406:5,1:4:100|2:100105:5|2:600406:2,40,"[1001,1002]"
2040301,加勒比风暴群岛,100101,20403,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040302,巴兰基亚泰坦,100102,20403,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040303,波哥大海盗,100103,20403,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600407:5,1:4:100|2:100105:5|2:600407:2,40,"[1001,1002]"
2040304,巧克力栗色,100104,20403,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040305,卡利队,100105,20403,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040306,布卡罗斯,100106,20403,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600408:5,1:4:100|2:100105:5|2:600408:2,40,"[1001,1002]"
2040307,卡塔赫纳海盗,100107,20403,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040308,昆迪纳马卡秃鹰,100108,20403,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040309,卡塔赫纳海盗,100109,20403,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600409:5,1:4:100|2:100105:5|2:600409:2,40,"[1001,1002]"
2040310,昆迪纳马卡秃鹰,100110,20403,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600410:5,1:4:100|2:100105:5|2:600410:2,40,"[1001,1002]"
2040401,国家青年队1,100111,20404,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040402,国家青年队2,100112,20404,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040403,国家青年队3,100113,20404,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600401:5,1:4:100|2:100105:5|2:600401:2,40,"[1001,1002]"
2040404,国家青年队4,100114,20404,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040405,国家青年队5,100101,20404,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040406,国家青年队6,100102,20404,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600402:5,1:4:100|2:100105:5|2:600402:2,40,"[1001,1002]"
2040407,国家青年队7,100103,20404,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040408,国家青年队8,100104,20404,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040409,国家青年队9,100105,20404,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600403:5,1:4:100|2:100105:5|2:600403:2,40,"[1001,1002]"
2040410,国家青年队10,100106,20404,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600404:5,1:4:100|2:100105:5|2:600404:2,40,"[1001,1002]"
2040501,国家青年队1,100107,20405,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040502,国家青年队2,100108,20405,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040503,国家青年队3,100109,20405,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600405:5,1:4:100|2:100105:5|2:600405:2,40,"[1001,1002]"
2040504,国家青年队4,100110,20405,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040505,国家青年队5,100111,20405,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040506,国家青年队6,100112,20405,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600406:5,1:4:100|2:100105:5|2:600406:2,40,"[1001,1002]"
2040507,国家青年队7,100113,20405,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040508,国家青年队8,100114,20405,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040509,国家青年队9,100101,20405,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600407:5,1:4:100|2:100105:5|2:600407:2,40,"[1001,1002]"
2040510,国家青年队10,100102,20405,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600408:5,1:4:100|2:100105:5|2:600408:2,40,"[1001,1002]"
2040601,国家青年队1,100103,20406,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040602,国家青年队2,100104,20406,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040603,国家青年队3,100105,20406,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600409:5,1:4:100|2:100105:5|2:600409:2,40,"[1001,1002]"
2040604,国家青年队4,100106,20406,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040605,国家青年队5,100107,20406,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040606,国家青年队6,100108,20406,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600410:5,1:4:100|2:100105:5|2:600410:2,40,"[1001,1002]"
2040607,国家青年队7,100109,20406,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040608,国家青年队8,100110,20406,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040609,国家青年队9,100111,20406,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600401:5,1:4:100|2:100105:5|2:600401:2,40,"[1001,1002]"
2040610,国家青年队10,100112,20406,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600402:5,1:4:100|2:100105:5|2:600402:2,40,"[1001,1002]"
2040701,国家青年队1,100113,20407,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040702,国家青年队2,100114,20407,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040703,国家青年队3,100101,20407,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600403:5,1:4:100|2:100105:5|2:600403:2,40,"[1001,1002]"
2040704,国家青年队4,100102,20407,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040705,国家青年队5,100103,20407,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040706,国家青年队6,100104,20407,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600404:5,1:4:100|2:100105:5|2:600404:2,40,"[1001,1002]"
2040707,国家青年队7,100105,20407,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040708,国家青年队8,100106,20407,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040709,国家青年队9,100107,20407,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600405:5,1:4:100|2:100105:5|2:600405:2,40,"[1001,1002]"
2040710,国家青年队10,100108,20407,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600406:5,1:4:100|2:100105:5|2:600406:2,40,"[1001,1002]"
2040801,国家青年队1,100109,20408,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040802,国家青年队2,100110,20408,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040803,国家青年队3,100111,20408,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600407:5,1:4:100|2:100105:5|2:600407:2,40,"[1001,1002]"
2040804,国家青年队4,100112,20408,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040805,国家青年队5,100113,20408,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040806,国家青年队6,100114,20408,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600408:5,1:4:100|2:100105:5|2:600408:2,40,"[1001,1002]"
2040807,国家青年队7,100101,20408,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040808,国家青年队8,100102,20408,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040809,国家青年队9,100103,20408,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600409:5,1:4:100|2:100105:5|2:600409:2,40,"[1001,1002]"
2040810,国家青年队10,100104,20408,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600410:5,1:4:100|2:100105:5|2:600410:2,40,"[1001,1002]"
2040901,乌法兹萨,100105,20409,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040902,哥连泰斯,100106,20409,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040903,巴西利亚,100107,20409,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600401:5,1:4:100|2:100105:5|2:600401:2,40,"[1001,1002]"
2040904,帕图,100108,20409,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040905,希仁斯,100109,20409,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040906,里奥克拉鲁,100110,20409,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600402:5,1:4:100|2:100105:5|2:600402:2,40,"[1001,1002]"
2040907,塞拉多,100111,20409,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040908,皮涅鲁斯,100112,20409,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2040909,圣荷塞尤迈,100113,20409,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600403:5,1:4:100|2:100105:5|2:600403:2,40,"[1001,1002]"
2040910,卡西亚斯,100114,20409,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600404:5,1:4:100|2:100105:5|2:600404:2,40,"[1001,1002]"
2041001,瑞加塔斯,100101,20410,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2041002,奥利瓦独立队,100102,20410,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2041003,费罗卡利,100103,20410,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600405:5,1:4:100|2:100105:5|2:600405:2,40,"[1001,1002]"
2041004,里亚丘埃洛,100104,20410,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2041005,福尔摩莎,100105,20410,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2041006,阿根廷胡宁竞技,100106,20410,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600406:5,1:4:100|2:100105:5|2:600406:2,40,"[1001,1002]"
2041007,梅赛德斯交流会,100107,20410,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2041008,圣塔菲联,100108,20410,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2041009,圣洛伦索,100109,20410,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600407:5,1:4:100|2:100105:5|2:600407:2,40,"[1001,1002]"
2041010,阿顿纳斯,100110,20410,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600408:5,1:4:100|2:100105:5|2:600408:2,40,"[1001,1002]"
2050101,伦敦雄狮,100111,20501,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050102,切斯特凤凰,100112,20501,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050103,纽卡斯尔老鹰,100113,20501,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600409:5,1:4:100|2:100105:5|2:600409:2,40,"[1001,1002]"
2050104,喀里多尼亚角斗士,100114,20501,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050105,谢菲尔德鲨鱼,100101,20501,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050106,普利茅斯爱国者,100102,20501,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600410:5,1:4:100|2:100105:5|2:600410:2,40,"[1001,1002]"
2050107,曼彻斯特巨人,100103,20501,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050108,莱切斯特骑士,100104,20501,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050109,布里斯托战斗机,100105,20501,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600401:5,1:4:100|2:100105:5|2:600401:2,40,"[1001,1002]"
2050110,谢菲尔德鲨鱼,100106,20501,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600402:5,1:4:100|2:100105:5|2:600402:2,40,"[1001,1002]"
2050201,费内巴切,100107,20502,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050202,土耳其电信,100108,20502,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050203,艾菲斯皮尔森,100109,20502,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600403:5,1:4:100|2:100105:5|2:600403:2,40,"[1001,1002]"
2050204,皮纳尔,100110,20502,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050205,柏萨士邦,100111,20502,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050206,达鲁萨法卡,100112,20502,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600404:5,1:4:100|2:100105:5|2:600404:2,40,"[1001,1002]"
2050207,巴赫切希尔,100113,20502,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050208,梅克泽芬迪,100114,20502,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050209,加拉塔萨雷,100101,20502,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600405:5,1:4:100|2:100105:5|2:600405:2,40,"[1001,1002]"
2050210,托法斯,100102,20502,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600406:5,1:4:100|2:100105:5|2:600406:2,40,"[1001,1002]"
2050301,考哈约恩,100103,20503,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050302,赫尔辛基海鸥,100104,20503,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050303,卡塔查,100105,20503,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600407:5,1:4:100|2:100105:5|2:600407:2,40,"[1001,1002]"
2050304,沙龙维尔帕斯,100106,20503,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050305,科沃特,100107,20503,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050306,KTP,100108,20503,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600408:5,1:4:100|2:100105:5|2:600408:2,40,"[1001,1002]"
2050307,拉普阿,100109,20503,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050308,BC诺基亚,100110,20503,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050309,坦佩雷恩,100111,20503,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600409:5,1:4:100|2:100105:5|2:600409:2,40,"[1001,1002]"
2050310,洪卡,100112,20503,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600410:5,1:4:100|2:100105:5|2:600410:2,40,"[1001,1002]"
2050401,卢布林,100113,20504,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050402,阿卡,100114,20504,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050403,蓝卡,100101,20504,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600401:5,1:4:100|2:100105:5|2:600401:2,40,"[1001,1002]"
2050404,格利维茨,100102,20504,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050405,阿迪高,100103,20504,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050406,托伦,100104,20504,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600402:5,1:4:100|2:100105:5|2:600402:2,40,"[1001,1002]"
2050407,历基亚,100105,20504,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050408,恩尼加斯扎尼,100106,20504,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050409,昂维厄,100107,20504,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600403:5,1:4:100|2:100105:5|2:600403:2,40,"[1001,1002]"
2050410,古尔尼恰,100108,20504,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600404:5,1:4:100|2:100105:5|2:600404:2,40,"[1001,1002]"
2050501,保罗沙,100109,20505,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050502,中央德国,100110,20505,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050503,汉堡,100111,20505,"[101,201]","[1,1]",1:4:100|2:200255:2|2:100105:10|2:600405:5,1:4:100|2:100105:5|2:600405:2,40,"[1001,1002]"
2050504,克赖尔森姆,100112,20505,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
2050505,海德堡,100113,20505,"[101,201]","[1,1]",1:4:100|2:200255:1|2:100105:10,1:4:100|2:100105:5,99,"[1001,1002]"
