Id,CostNum,CostUnit,BuffType,BuffValue,BuffValueShow
11555,600.0,197,3,10.0,10
11556,2.0,198,0,3.0,3
11557,100.0,198,7,6.0,6
11558,200.0,198,3,6.0,6
11559,300.0,198,2,6.0,6
11560,400.0,198,8,6.0,6
11561,500.0,198,7,6.0,6
11562,600.0,198,8,6.0,6
11563,650.0,198,2,6.0,6
11564,700.0,198,6,6.0,6
11565,750.0,198,4,6.0,6
11566,800.0,198,3,6.0,6
11567,6.0,199,1,2.0,2
11568,15.0,199,1,5.0,5
11569,24.0,199,2,3.0,3
11570,33.0,199,2,5.0,5
11571,42.0,199,3,3.0,3
11572,51.0,199,3,5.0,5
11573,60.0,199,4,3.0,3
11574,69.0,199,4,5.0,5
11575,1.0,200,1,3.0,3
11576,2.0,200,1,4.0,4
11577,3.0,200,10,3.0,3
11578,4.0,200,9,3.0,3
11579,5.0,200,8,5.0,5
11580,6.0,200,7,5.0,5
11581,7.0,200,0,5.0,5
11582,9.0,200,0,2.0,2
11583,2.0,201,6,5.0,5
11584,6.0,201,4,5.0,5
11585,7.0,201,9,5.0,5
11586,20.0,201,5,6.0,6
11587,40.0,201,9,8.0,8
11588,70.0,201,10,8.0,8
11589,100.0,201,0,10.0,10
11590,100.0,201,1,10.0,10
11591,100.0,201,7,10.0,10
11592,2.0,202,10,2.0,2
11593,4.0,202,8,2.0,2
11594,6.0,202,7,2.0,2
11595,8.0,202,1,8.0,8
11596,20.0,202,9,2.0,2
11597,60.0,202,7,8.0,8
11598,100.0,202,6,8.0,8
11599,200.0,202,0,8.0,8
11600,400.0,202,8,10.0,10
11601,888.0,202,8,10.0,10
11602,7.0,203,4,3.0,3
11603,8.0,203,5,5.0,5
11604,9.0,203,0,2.0,2
11605,9.0,203,6,5.0,5
11606,10.0,203,1,3.0,3
11607,22.0,203,0,5.0,5
11608,40.0,203,9,3.0,3
11609,50.0,203,7,3.0,3
11610,3.0,204,0,3.0,3
11611,10.0,204,1,6.0,6
11612,30.0,204,5,6.0,6
11613,50.0,204,1,6.0,6
11614,60.0,204,8,6.0,6
11615,70.0,204,7,6.0,6
11616,80.0,204,6,6.0,6
11617,90.0,204,10,6.0,6
11618,100.0,204,4,6.0,6
11619,110.0,204,9,6.0,6
11620,1.0,205,2,5.0,5
11621,2.0,205,1,5.0,5
11622,3.0,205,3,5.0,5
11623,4.0,205,9,3.0,3
11624,5.0,205,1,5.0,5
11625,6.0,205,7,5.0,5
11626,7.0,205,6,5.0,5
11627,8.0,205,5,5.0,5
11628,9.0,205,8,5.0,5
11629,10.0,205,3,5.0,5
11630,30.0,205,0,10.0,10
11631,3.0,206,1,3.0,3
11632,7.0,206,10,3.0,3
11633,9.0,206,0,2.0,2
11634,16.0,206,9,3.0,3
11635,18.0,206,4,3.0,3
11636,20.0,206,2,5.0,5
11637,22.0,206,6,5.0,5
11638,24.0,206,5,5.0,5
11639,26.0,206,3,5.0,5
11640,28.0,206,4,5.0,5
11641,10.0,207,10,6.0,6
11642,12.0,207,2,6.0,6
11643,14.0,207,1,6.0,6
11644,15.0,207,2,6.0,6
11645,16.0,207,7,6.0,6
11646,18.0,207,5,6.0,6
11647,20.0,207,0,2.0,2
11648,1.0,208,3,6.0,6
11649,2.0,208,6,6.0,6
11650,3.0,208,9,6.0,6
11651,4.0,208,5,6.0,6
11652,5.0,208,9,6.0,6
11653,6.0,208,2,6.0,6
11654,7.0,208,3,6.0,6
11655,8.0,208,0,6.0,6
11656,9.0,208,10,6.0,6
11657,10.0,208,8,6.0,6
11658,12.0,208,7,6.0,6
11659,14.0,208,1,6.0,6
11660,16.0,208,5,6.0,6
11661,18.0,208,8,6.0,6
11662,20.0,208,7,6.0,6
11663,22.0,208,6,6.0,6
11664,24.0,208,7,6.0,6
11665,26.0,208,8,6.0,6
11666,28.0,208,5,6.0,6
11667,60.0,208,6,6.0,6
11668,62.0,208,9,6.0,6
11669,2.0,209,4,2.0,2
11670,6.0,209,1,5.0,5
11671,9.0,209,0,2.0,2
11672,12.0,209,10,5.0,5
11673,13.0,209,9,5.0,5
11674,14.0,209,8,7.0,7
11675,15.0,209,7,7.0,7
11676,16.0,209,6,7.0,7
11677,17.0,209,5,7.0,7
11678,18.0,209,2,7.0,7
11679,19.0,209,0,7.0,7
11680,1.0,210,8,9.0,9
11681,5.0,210,7,9.0,9
11682,7.0,210,6,9.0,9
11683,9.0,210,5,9.0,9
11684,11.0,210,4,9.0,9
11685,13.0,210,3,9.0,9
11686,15.0,210,10,9.0,9
11687,1.0,211,0,10.0,10
11688,1.0,212,0,5.0,5
11689,5.0,212,0,7.0,7
11690,9.0,212,0,2.0,2
11691,1.0,213,2,10.0,10
11692,1.0,213,3,10.0,10
11693,2.0,213,0,10.0,10
11694,1.0,214,2,10.0,10
11695,2.0,214,3,10.0,10
11696,3.0,214,6,10.0,10
11697,4.0,214,7,10.0,10
11698,200.0,214,0,10.0,10
11699,2.0,215,1,10.0,10
11700,3.0,215,3,10.0,10
11701,4.0,215,9,10.0,10
11702,5.0,215,3,10.0,10
11703,6.0,215,4,10.0,10
11704,20.0,215,7,10.0,10
11705,25.0,215,6,10.0,10
11706,1.0,216,1,9.0,9
11707,2.0,216,0,7.0,7
11708,3.0,216,9,9.0,9
11709,4.0,216,10,9.0,9
11710,5.0,216,8,9.0,9
11711,6.0,216,3,9.0,9
11712,7.0,216,2,9.0,9
11713,8.0,216,3,9.0,9
11714,9.0,216,0,2.0,2
11715,9.0,216,2,9.0,9
11716,10.0,216,4,9.0,9
11717,20.0,216,5,9.0,9
11718,40.0,216,8,9.0,9
11719,80.0,216,2,9.0,9
11720,120.0,216,5,9.0,9
11721,240.0,216,4,9.0,9
11722,480.0,216,1,9.0,9
11723,10.0,217,4,5.0,5
11724,11.0,217,5,5.0,5
11725,12.0,217,6,5.0,5
11726,13.0,217,7,5.0,5
11727,14.0,217,8,5.0,5
11728,15.0,217,1,5.0,5
11729,50.0,217,5,7.0,7
11730,60.0,217,10,7.0,7
11731,70.0,217,1,7.0,7
11732,80.0,217,2,7.0,7
11733,1.0,218,2,8.0,8
11734,2.0,218,8,8.0,8
11735,5.0,218,9,8.0,8
11736,8.0,218,10,8.0,8
11737,16.0,218,4,8.0,8
11738,32.0,218,1,8.0,8
11739,48.0,218,7,8.0,8
11740,64.0,218,6,8.0,8
11741,80.0,218,5,8.0,8
11742,96.0,218,4,8.0,8
11743,112.0,218,3,8.0,8
11744,2.0,219,2,6.0,6
11745,3.0,219,10,6.0,6
11746,6.0,219,3,6.0,6
11747,8.0,219,9,6.0,6
11748,9.0,219,0,2.0,2
11749,10.0,219,8,6.0,6
11750,12.0,219,7,6.0,6
11751,14.0,219,6,6.0,6
11752,16.0,219,0,6.0,6
11753,1.0,220,0,2.0,2
11754,2.0,220,10,2.0,2
11755,14.0,220,10,8.0,8
11756,16.0,220,1,8.0,8
11757,18.0,220,8,8.0,8
11758,20.0,220,9,8.0,8
11759,22.0,220,2,8.0,8
11760,24.0,220,7,8.0,8
11761,26.0,220,6,8.0,8
11762,28.0,220,5,8.0,8
11763,30.0,220,4,8.0,8
11764,32.0,220,3,8.0,8
11765,300.0,220,3,10.0,10
11766,350.0,220,1,10.0,10
11767,400.0,220,1,10.0,10
11768,450.0,220,9,10.0,10
11769,500.0,220,8,10.0,10
11770,550.0,220,7,10.0,10
11771,600.0,220,6,10.0,10
11772,650.0,220,5,10.0,10
11773,700.0,220,10,10.0,10
11774,10.0,221,3,5.0,5
11775,11.0,221,0,6.0,6
11776,9.0,222,0,3.0,3
11777,11.0,222,6,10.0,10
11778,22.0,222,1,10.0,10
11779,33.0,222,0,3.0,3
11780,2.0,223,0,5.0,5
11781,1.0,224,2,8.0,8
11782,2.0,224,3,8.0,8
11783,3.0,224,5,8.0,8
11784,4.0,224,6,8.0,8
11785,10.0,224,0,8.0,8
11786,3.0,225,2,10.0,10
11787,4.0,225,6,3.0,3
11788,5.0,225,5,3.0,3
11789,6.0,225,4,3.0,3
11790,7.0,225,2,3.0,3
11791,9.0,225,0,2.0,2
11792,14.0,225,7,3.0,3
11793,30.0,225,10,8.0,8
11794,60.0,225,9,8.0,8
11795,120.0,225,8,8.0,8
11796,240.0,225,7,8.0,8
11797,5.0,226,8,2.0,2
11798,20.0,226,9,2.0,2
11799,50.0,226,10,2.0,2
11800,100.0,226,1,5.0,5
11801,200.0,226,1,5.0,5
11802,300.0,226,3,5.0,5
11803,400.0,226,3,5.0,5
11804,500.0,226,4,5.0,5
11805,600.0,226,5,5.0,5
11806,700.0,226,6,5.0,5
11807,2.0,227,1,7.0,7
11808,5.0,227,7,7.0,7
11809,10.0,227,9,7.0,7
11810,20.0,227,10,7.0,7
11811,40.0,227,5,7.0,7
11812,80.0,227,0,7.0,7
11813,160.0,227,6,7.0,7
11814,320.0,227,8,7.0,7
11815,600.0,227,7,7.0,7
11816,800.0,227,1,7.0,7
11817,1.0,228,5,5.0,5
11818,5.0,228,6,5.0,5
11819,9.0,228,0,3.0,3
11820,10.0,228,7,5.0,5
11821,20.0,228,8,5.0,5
11822,40.0,228,0,6.0,6
11823,80.0,228,1,5.0,5
11824,160.0,228,5,5.0,5
11825,320.0,228,6,5.0,5
11826,600.0,228,4,7.0,7
11827,800.0,228,8,7.0,7
11828,900.0,228,9,7.0,7
11829,5.0,229,10,2.0,2
11830,8.0,229,9,2.0,2
11831,16.0,229,1,2.0,2
11832,32.0,229,2,2.0,2
11833,48.0,229,3,2.0,2
11834,64.0,229,4,2.0,2
11835,80.0,229,5,2.0,2
11836,160.0,229,6,2.0,2
11837,180.0,229,7,2.0,2
11838,200.0,229,1,2.0,2
11839,1.0,230,2,7.0,7
11840,5.0,230,3,7.0,7
11841,10.0,230,4,7.0,7
11842,20.0,230,0,7.0,7
11843,40.0,230,6,7.0,7
11844,80.0,230,7,7.0,7
11845,160.0,230,8,7.0,7
11846,320.0,230,3,7.0,7
11847,400.0,230,1,7.0,7
11848,2.0,231,4,5.0,5
11849,7.0,231,8,5.0,5
11850,9.0,231,0,5.0,5
11851,21.0,231,9,5.0,5
11852,36.0,231,10,5.0,5
11853,110.0,231,4,7.0,7
11854,130.0,231,8,7.0,7
11855,150.0,231,9,7.0,7
11856,300.0,231,10,7.0,7
11857,450.0,231,9,7.0,7
11858,600.0,231,10,7.0,7
11859,1.0,232,1,5.0,5
11860,5.0,232,0,5.0,5
11861,10.0,232,3,5.0,5
11862,20.0,232,4,5.0,5
11863,40.0,232,5,5.0,5
11864,80.0,232,7,5.0,5
11865,150.0,232,2,7.0,7
11866,170.0,232,8,7.0,7
11867,190.0,232,6,7.0,7
11868,210.0,232,0,7.0,7
11869,30.0,233,3,5.0,5
11870,50.0,233,4,5.0,5
11871,70.0,233,9,5.0,5
11872,90.0,233,10,5.0,5
11873,110.0,233,3,5.0,5
11874,130.0,233,2,5.0,5
11875,150.0,233,7,5.0,5
11876,170.0,233,8,5.0,5
11877,190.0,233,9,5.0,5
11878,210.0,233,10,5.0,5
11879,230.0,233,10,5.0,5
11880,250.0,233,0,3.0,3
11881,3.0,234,2,5.0,5
11882,7.0,234,7,5.0,5
11883,15.0,234,8,5.0,5
11884,50.0,234,9,5.0,5
11885,110.0,234,5,5.0,5
11886,220.0,234,3,5.0,5
11887,400.0,234,2,5.0,5
11888,600.0,234,3,5.0,5
11889,800.0,234,4,5.0,5
11890,900.0,234,1,5.0,5
11891,3.0,235,6,3.0,3
11892,7.0,235,7,3.0,3
11893,9.0,235,0,5.0,5
11894,15.0,235,8,3.0,3
11895,90.0,235,9,3.0,3
11896,110.0,235,10,5.0,5
11897,130.0,235,1,5.0,5
11898,150.0,235,3,5.0,5
11899,170.0,235,4,5.0,5
11900,190.0,235,5,5.0,5
11901,210.0,235,6,5.0,5
11902,220.0,235,2,5.0,5
11903,30.0,236,4,10.0,10
11904,50.0,236,9,5.0,5
11905,70.0,236,10,5.0,5
11906,90.0,236,1,5.0,5
11907,110.0,236,5,5.0,5
11908,240.0,236,4,5.0,5
11909,360.0,236,5,5.0,5
11910,500.0,236,6,5.0,5
11911,700.0,236,7,5.0,5
11912,900.0,236,8,5.0,5
11913,2.0,237,5,5.0,5
11914,10.0,237,2,10.0,10
11915,30.0,237,3,10.0,10
11916,80.0,237,4,10.0,10
11917,110.0,237,5,10.0,10
11918,130.0,237,6,10.0,10
11919,150.0,237,7,10.0,10
11920,170.0,237,8,10.0,10
11921,190.0,237,9,10.0,10
11922,200.0,237,0,5.0,5
11923,1.0,238,10,10.0,10
11924,3.0,238,1,5.0,5
11925,5.0,238,2,5.0,5
11926,7.0,238,3,5.0,5
11927,9.0,238,0,3.0,3
11928,10.0,238,4,5.0,5
11929,15.0,238,5,5.0,5
11930,30.0,238,6,5.0,5
11931,45.0,238,7,5.0,5
11932,60.0,238,8,5.0,5
11933,75.0,238,9,5.0,5
11934,1.0,239,0,3.0,3
11935,2.0,239,2,10.0,10
11936,5.0,239,0,5.0,5
11937,9.0,239,0,5.0,5
11938,10.0,240,1,5.0,5
11939,20.0,240,1,5.0,5
11940,30.0,240,6,5.0,5
11941,60.0,240,7,5.0,5
11942,100.0,240,4,5.0,5
11943,150.0,240,1,5.0,5
11944,200.0,240,5,5.0,5
11945,300.0,240,2,5.0,5
11946,400.0,240,3,5.0,5
11947,500.0,240,2,5.0,5
11948,600.0,240,10,5.0,5
11949,700.0,240,4,5.0,5
11950,2.0,241,6,3.0,3
11951,9.0,241,0,2.0,2
11952,10.0,241,8,3.0,3
11953,11.0,241,9,3.0,3
11954,12.0,241,3,5.0,5
11955,13.0,241,6,5.0,5
11956,14.0,241,7,5.0,5
11957,15.0,241,8,7.0,7
11958,16.0,241,9,7.0,7
11959,17.0,241,10,7.0,7
11960,18.0,241,7,7.0,7
11961,1.0,242,8,5.0,5
11962,6.0,242,0,5.0,5
11963,15.0,242,9,5.0,5
11964,40.0,242,6,5.0,5
11965,50.0,242,7,5.0,5
11966,60.0,242,8,5.0,5
11967,70.0,242,9,5.0,5
11968,80.0,242,10,5.0,5
11969,90.0,242,1,5.0,5
11970,100.0,242,3,5.0,5
11971,200.0,242,6,5.0,5
11972,400.0,242,7,5.0,5
11973,5.0,243,4,10.0,10
11974,15.0,243,3,10.0,10
11975,25.0,243,1,10.0,10
11976,35.0,243,2,10.0,10
11977,45.0,243,5,10.0,10
11978,55.0,243,2,10.0,10
11979,65.0,243,1,10.0,10
11980,75.0,243,4,10.0,10
11981,85.0,243,6,10.0,10
11982,95.0,243,8,10.0,10
11983,105.0,243,9,10.0,10
11984,2.0,244,5,5.0,5
11985,5.0,244,6,5.0,5
11986,8.0,244,7,5.0,5
11987,9.0,244,0,2.0,2
11988,11.0,244,8,5.0,5
11989,22.0,244,9,5.0,5
11990,33.0,244,1,5.0,5
11991,55.0,244,7,5.0,5
11992,66.0,244,8,5.0,5
11993,90.0,244,9,5.0,5
11994,100.0,244,10,5.0,5
11995,110.0,244,6,5.0,5
11996,10.0,245,7,5.0,5
11997,20.0,245,8,5.0,5
11998,30.0,245,9,5.0,5
11999,50.0,245,10,5.0,5
12000,90.0,245,1,5.0,5
12001,105.0,245,3,5.0,5
12002,120.0,245,6,5.0,5
12003,135.0,245,7,5.0,5
12004,150.0,245,4,5.0,5
12005,165.0,245,10,5.0,5
12006,180.0,245,5,5.0,5
12007,1.0,246,8,10.0,10
12008,2.0,246,3,10.0,10
12009,3.0,246,2,10.0,10
12010,4.0,246,1,10.0,10
12011,5.0,246,4,10.0,10
12012,6.0,246,6,10.0,10
12013,7.0,246,2,10.0,10
12014,8.0,246,9,10.0,10
12015,9.0,246,10,10.0,10
12016,10.0,246,5,10.0,10
12017,11.0,246,7,10.0,10
12018,1.0,247,0,10.0,10
12019,2.0,247,9,5.0,5
12020,3.0,247,10,5.0,5
12021,4.0,247,7,10.0,10
12022,5.0,247,10,5.0,5
12023,6.0,247,1,10.0,10
12024,7.0,247,10,10.0,10
12025,8.0,247,0,5.0,5
12026,9.0,247,0,2.0,2
12027,10.0,248,4,5.0,5
12028,20.0,248,5,5.0,5
12029,30.0,248,6,5.0,5
12030,40.0,248,7,5.0,5
12031,50.0,248,8,5.0,5
12032,60.0,248,9,5.0,5
12033,70.0,248,1,5.0,5
12034,80.0,248,7,5.0,5
12035,90.0,248,8,5.0,5
12036,100.0,248,9,5.0,5
12037,10.0,249,10,5.0,5
12038,15.0,249,1,5.0,5
12039,20.0,249,2,5.0,5
12040,25.0,249,8,3.0,3
12041,30.0,249,9,3.0,3
12042,35.0,249,5,10.0,10
12043,40.0,249,1,10.0,10
12044,45.0,249,3,5.0,5
12045,50.0,249,6,3.0,3
12046,55.0,249,7,3.0,3
12047,60.0,249,4,3.0,3
12048,9.0,250,0,2.0,2
12049,10.0,250,0,5.0,5
12050,20.0,250,5,5.0,5
12051,30.0,250,2,5.0,5
12052,40.0,250,3,5.0,5
12053,50.0,250,2,5.0,5
12054,60.0,250,10,5.0,5
12055,70.0,250,4,5.0,5
12056,80.0,250,6,5.0,5
12057,90.0,250,8,5.0,5
12058,100.0,250,0,5.0,5
12059,3.0,251,9,5.0,5
12060,10.0,251,6,5.0,5
12061,15.0,251,7,5.0,5
12062,20.0,251,8,5.0,5
12063,25.0,251,9,5.0,5
12064,30.0,251,10,5.0,5
12065,35.0,251,7,5.0,5
12066,40.0,251,8,5.0,5
12067,45.0,251,9,5.0,5
12068,50.0,251,10,5.0,5
12069,55.0,251,1,5.0,5
12070,10.0,252,1,5.0,5
12071,15.0,252,2,5.0,5
12072,20.0,252,3,5.0,5
12073,25.0,252,4,5.0,5
12074,30.0,252,5,5.0,5
12075,35.0,252,9,5.0,5
12076,40.0,252,1,5.0,5
12077,45.0,252,5,5.0,5
12078,50.0,252,5,5.0,5
12079,55.0,252,5,5.0,5
12080,60.0,252,10,5.0,5
12081,3.0,253,6,5.0,5
12082,5.0,253,7,5.0,5
12083,7.0,253,8,5.0,5
12084,9.0,253,9,5.0,5
12085,11.0,253,10,5.0,5
12086,13.0,253,1,5.0,5
12087,20.0,253,3,5.0,5
12088,35.0,253,6,5.0,5
12089,50.0,253,7,5.0,5
12090,65.0,253,4,5.0,5
12091,80.0,253,10,5.0,5
12092,95.0,253,5,5.0,5
12093,110.0,253,2,5.0,5
12094,125.0,253,3,5.0,5
12095,140.0,253,2,5.0,5
12096,1.0,254,1,5.0,5
12097,5.0,254,2,5.0,5
12098,9.0,254,0,3.0,3
12099,10.0,254,3,5.0,5
12100,20.0,254,4,5.0,5
12101,50.0,254,5,5.0,5
12102,100.0,254,6,5.0,5
12103,200.0,254,7,5.0,5
12104,300.0,254,6,5.0,5
12105,400.0,254,7,5.0,5
12106,500.0,254,8,5.0,5
12107,600.0,254,1,5.0,5
12108,700.0,254,5,5.0,5
12109,1.0,255,4,10.0,10
12110,5.0,255,10,10.0,10
12111,10.0,255,4,10.0,10
12112,20.0,255,1,10.0,10
12113,50.0,255,9,10.0,10
12114,100.0,255,3,10.0,10
12115,200.0,255,6,10.0,10
12116,300.0,255,7,10.0,10
12117,400.0,255,5,10.0,10
12118,2.0,256,9,5.0,5
12119,6.0,256,10,5.0,5
12120,12.0,256,4,5.0,5
12121,30.0,256,6,5.0,5
12122,50.0,256,9,5.0,5
12123,120.0,256,1,10.0,10
12124,265.0,256,5,10.0,10
12125,500.0,256,8,10.0,10
12126,700.0,256,1,10.0,10
12127,900.0,256,7,10.0,10
12128,2.0,257,8,10.0,10
12129,6.0,257,1,10.0,10
12130,9.0,257,0,5.0,5
12131,12.0,257,9,10.0,10
12132,30.0,257,6,10.0,10
12133,50.0,257,7,10.0,10
12134,120.0,257,4,10.0,10
12135,265.0,257,10,10.0,10
12136,500.0,257,0,3.0,3
12137,700.0,257,2,10.0,10
12138,800.0,257,4,10.0,10
12139,900.0,257,3,10.0,10
12140,5.0,258,0,5.0,5
12141,50.0,258,2,7.0,7
12142,150.0,258,10,7.0,7
12143,300.0,258,0,7.0,7
12144,600.0,258,4,7.0,7
12145,900.0,258,7,7.0,7
12146,3.0,259,10,5.0,5
12147,5.0,259,9,5.0,5
12148,10.0,259,8,5.0,5
12149,20.0,259,7,5.0,5
12150,50.0,259,6,5.0,5
12151,90.0,259,5,5.0,5
12152,105.0,259,4,5.0,5
12153,120.0,259,3,5.0,5
12154,245.0,259,2,5.0,5
12155,500.0,259,1,5.0,5
12156,700.0,259,5,5.0,5
12157,900.0,259,0,3.0,3
12158,3.0,260,10,5.0,5
12159,5.0,260,9,5.0,5
12160,9.0,260,0,5.0,5
12161,10.0,260,8,5.0,5
12162,20.0,260,7,5.0,5
12163,50.0,260,6,5.0,5
12164,90.0,260,5,5.0,5
12165,105.0,260,4,8.0,8
12166,120.0,260,3,8.0,8
12167,245.0,260,2,8.0,8
12168,500.0,260,1,8.0,8
12169,700.0,260,1,8.0,8
12170,3.0,261,1,8.0,8
12171,5.0,261,2,8.0,8
12172,10.0,261,3,8.0,8
12173,20.0,261,4,8.0,8
12174,50.0,261,5,8.0,8
12175,90.0,261,6,8.0,8
12176,105.0,261,7,8.0,8
12177,120.0,261,8,8.0,8
12178,245.0,261,9,8.0,8
12179,425.0,261,10,8.0,8
12180,3.0,262,7,3.0,3
12181,5.0,262,8,7.0,7
12182,10.0,262,1,7.0,7
12183,20.0,262,5,7.0,7
12184,50.0,262,6,7.0,7
12185,90.0,262,1,7.0,7
12186,105.0,262,2,10.0,10
12187,120.0,262,10,10.0,10
12188,245.0,262,8,10.0,10
12189,425.0,262,9,10.0,10
12190,605.0,262,3,10.0,10
12191,785.0,262,0,10.0,10
12192,1.0,263,1,5.0,5
12193,3.0,263,7,5.0,5
12194,9.0,263,0,2.0,2
12195,10.0,263,3,10.0,10
12196,20.0,263,4,10.0,10
12197,30.0,263,8,10.0,10
12198,40.0,263,3,10.0,10
12199,50.0,263,9,10.0,10
12200,60.0,263,1,10.0,10
12201,70.0,263,3,10.0,10
12202,80.0,263,10,10.0,10
12203,90.0,263,2,10.0,10
12204,1.0,264,1,8.0,8
12205,3.0,264,8,8.0,8
12206,5.0,264,5,8.0,8
12207,10.0,264,6,8.0,8
12208,15.0,264,4,8.0,8
12209,35.0,264,10,8.0,8
12210,40.0,264,1,8.0,8
12211,45.0,264,6,8.0,8
12212,50.0,264,9,8.0,8
12213,55.0,264,5,8.0,8
12214,60.0,264,7,8.0,8
12215,65.0,264,0,5.0,5
12216,2.0,265,1,5.0,5
12217,5.0,265,2,5.0,5
12218,8.0,265,3,5.0,5
12219,11.0,265,4,5.0,5
12220,21.0,265,5,5.0,5
12221,35.0,265,6,5.0,5
12222,40.0,265,7,5.0,5
12223,45.0,265,8,5.0,5
12224,50.0,265,9,5.0,5
12225,55.0,265,10,5.0,5
12226,60.0,265,2,5.0,5
12227,65.0,265,5,5.0,5
12228,2.0,266,1,8.0,8
12229,8.0,266,2,8.0,8
12230,9.0,266,0,2.0,2
12231,16.0,266,3,8.0,8
12232,32.0,266,4,8.0,8
12233,64.0,266,5,8.0,8
12234,100.0,266,6,8.0,8
12235,128.0,266,7,8.0,8
12236,256.0,266,8,8.0,8
12237,512.0,266,9,8.0,8
12238,655.0,266,10,8.0,8
12239,1.0,267,9,10.0,10
12240,3.0,267,8,10.0,10
12241,5.0,267,7,10.0,10
12242,10.0,267,6,10.0,10
12243,15.0,267,5,10.0,10
12244,35.0,267,4,10.0,10
12245,64.0,267,3,10.0,10
12246,100.0,267,2,10.0,10
12247,170.0,267,1,10.0,10
12248,1.0,268,1,7.0,7
12249,3.0,268,2,7.0,7
12250,5.0,268,3,7.0,7
12251,10.0,268,4,7.0,7
12252,15.0,268,9,7.0,7
12253,35.0,268,6,7.0,7
12254,64.0,268,7,7.0,7
12255,100.0,268,8,7.0,7
12256,170.0,268,5,7.0,7
12257,500.0,268,0,5.0,5
12258,25.0,269,9,5.0,5
12259,35.0,269,8,5.0,5
12260,45.0,269,7,5.0,5
12261,55.0,269,6,5.0,5
12262,65.0,269,5,5.0,5
12263,75.0,269,4,5.0,5
12264,85.0,269,3,5.0,5
12265,95.0,269,2,5.0,5
12266,105.0,269,10,5.0,5
12267,5.0,270,10,3.0,3
12268,9.0,270,0,3.0,3
12269,10.0,270,2,3.0,3
12270,15.0,270,3,3.0,3
12271,20.0,270,4,3.0,3
12272,25.0,270,5,3.0,3
12273,30.0,270,9,3.0,3
12274,35.0,270,7,3.0,3
12275,40.0,270,1,3.0,3
12276,120.0,270,0,10.0,10
12277,2.0,271,10,5.0,5
12278,4.0,271,1,5.0,5
12279,8.0,271,8,10.0,10
12280,16.0,271,7,10.0,10
12281,32.0,271,6,10.0,10
12282,64.0,271,5,10.0,10
12283,112.0,271,4,10.0,10
12284,200.0,271,3,10.0,10
12285,300.0,271,2,10.0,10
12286,500.0,271,0,10.0,10
12287,5.0,272,1,3.0,3
12288,8.0,272,2,6.0,6
12289,11.0,272,3,6.0,6
12290,14.0,272,4,6.0,6
12291,17.0,272,5,6.0,6
12292,20.0,272,6,6.0,6
12293,30.0,272,7,6.0,6
12294,40.0,272,8,6.0,6
12295,50.0,272,9,6.0,6
12296,60.0,272,10,6.0,6
12297,1.0,273,10,5.0,5
12298,6.0,273,2,7.0,7
12299,9.0,273,0,2.0,2
12300,12.0,273,3,8.0,8
12301,24.0,273,4,8.0,8
12302,50.0,273,5,8.0,8
12303,70.0,273,6,8.0,8
12304,100.0,273,7,8.0,8
12305,200.0,273,8,8.0,8
12306,500.0,273,9,8.0,8
12307,1.0,274,0,2.0,2
12308,500.0,274,0,2.0,2
12309,1.0,275,0,2.0,2
12310,8.0,275,0,8.0,8
12311,15.0,275,0,10.0,10
12312,22.0,275,3,3.0,3
12313,29.0,275,4,3.0,3
12314,36.0,275,5,3.0,3
12315,43.0,275,6,3.0,3
12316,50.0,275,7,3.0,3
12317,57.0,275,8,3.0,3
12318,64.0,275,9,3.0,3
12319,71.0,275,10,3.0,3
12320,78.0,275,2,5.0,5
12321,1.0,276,0,5.0,5
12322,5.0,276,1,10.0,10
12323,9.0,276,0,2.0,2
12324,20.0,276,5,10.0,10
12325,80.0,276,7,10.0,10
12326,180.0,276,9,10.0,10
12327,300.0,276,8,10.0,10
12328,400.0,276,10,10.0,10
12329,1.0,277,3,10.0,10
12330,3.0,277,4,10.0,10
12331,5.0,277,5,10.0,10
12332,7.0,277,10,10.0,10
12333,9.0,277,1,10.0,10
12334,11.0,277,8,10.0,10
12335,13.0,277,0,10.0,10
12336,1.0,278,9,7.0,7
12337,2.0,278,1,7.0,7
12338,3.0,278,2,7.0,7
12339,4.0,278,3,7.0,7
12340,5.0,278,4,7.0,7
12341,6.0,278,5,7.0,7
12342,7.0,278,6,7.0,7
12343,8.0,278,7,7.0,7
12344,1.0,279,1,10.0,10
12345,3.0,279,3,10.0,10
12346,5.0,279,2,10.0,10
12347,7.0,279,4,10.0,10
12348,9.0,279,0,2.0,2
12349,9.0,279,5,10.0,10
12350,11.0,279,6,10.0,10
12351,13.0,279,7,10.0,10
12352,15.0,279,8,10.0,10
12353,17.0,279,9,10.0,10
12354,19.0,279,10,10.0,10
12355,200.0,279,0,10.0,10
12356,1.0,280,5,10.0,10
12357,5.0,280,1,10.0,10
12358,10.0,280,3,10.0,10
12359,30.0,280,4,10.0,10
12360,60.0,280,2,10.0,10
12361,90.0,280,6,10.0,10
12362,110.0,280,8,10.0,10
12363,200.0,280,9,10.0,10
12364,500.0,280,10,10.0,10
12365,10.0,281,1,8.0,8
12366,20.0,281,2,8.0,8
12367,30.0,281,3,8.0,8
12368,40.0,281,4,8.0,8
12369,50.0,281,5,8.0,8
12370,60.0,281,6,8.0,8
12371,70.0,281,7,8.0,8
12372,80.0,281,8,8.0,8
12373,90.0,281,9,8.0,8
12374,100.0,281,10,8.0,8
12375,1.0,282,1,10.0,10
