Id,Name,Icon,Chapter,Tactics,TacticsLevels,Reward,Star3,OnBattle
4014002,[0星]胡明轩第2关,900112,1040140,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014003,[0星]胡明轩第3关,900113,1040140,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014004,[0星]胡明轩第4关,900114,1040140,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014005,[0星]胡明轩第5关,900115,1040140,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014101,[1星]胡明轩第1关,900116,1040141,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014102,[1星]胡明轩第2关,900117,1040141,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014103,[1星]胡明轩第3关,900118,1040141,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014104,[1星]胡明轩第4关,900119,1040141,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014105,[1星]胡明轩第5关,900120,1040141,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014106,[1星]胡明轩第6关,900101,1040141,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014107,[1星]胡明轩第7关,900102,1040141,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014108,[1星]胡明轩第8关,900103,1040141,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014109,[1星]胡明轩第9关,900104,1040141,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014110,[1星]胡明轩第10关,900105,1040141,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014301,[3星]胡明轩第1关,900106,1040143,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014302,[3星]胡明轩第2关,900107,1040143,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014303,[3星]胡明轩第3关,900108,1040143,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014304,[3星]胡明轩第4关,900109,1040143,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014305,[3星]胡明轩第5关,900110,1040143,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014306,[3星]胡明轩第6关,900111,1040143,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014307,[3星]胡明轩第7关,900112,1040143,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014308,[3星]胡明轩第8关,900113,1040143,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014309,[3星]胡明轩第9关,900114,1040143,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014310,[3星]胡明轩第10关,900115,1040143,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014501,[5星]胡明轩第1关,900116,1040145,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014502,[5星]胡明轩第2关,900117,1040145,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014503,[5星]胡明轩第3关,900118,1040145,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014504,[5星]胡明轩第4关,900119,1040145,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014505,[5星]胡明轩第5关,900120,1040145,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014506,[5星]胡明轩第6关,900101,1040145,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014507,[5星]胡明轩第7关,900102,1040145,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014508,[5星]胡明轩第8关,900103,1040145,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014509,[5星]胡明轩第9关,900104,1040145,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4014510,[5星]胡明轩第10关,900105,1040145,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,514]"
4015001,[0星]吴冠希第1关,900106,1040150,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015002,[0星]吴冠希第2关,900107,1040150,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015003,[0星]吴冠希第3关,900108,1040150,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015004,[0星]吴冠希第4关,900109,1040150,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015005,[0星]吴冠希第5关,900110,1040150,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015101,[1星]吴冠希第1关,900111,1040151,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015102,[1星]吴冠希第2关,900112,1040151,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015103,[1星]吴冠希第3关,900113,1040151,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015104,[1星]吴冠希第4关,900114,1040151,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015105,[1星]吴冠希第5关,900115,1040151,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015106,[1星]吴冠希第6关,900116,1040151,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015107,[1星]吴冠希第7关,900117,1040151,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015108,[1星]吴冠希第8关,900118,1040151,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015109,[1星]吴冠希第9关,900119,1040151,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015110,[1星]吴冠希第10关,900120,1040151,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015301,[3星]吴冠希第1关,900101,1040153,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015302,[3星]吴冠希第2关,900102,1040153,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015303,[3星]吴冠希第3关,900103,1040153,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015304,[3星]吴冠希第4关,900104,1040153,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015305,[3星]吴冠希第5关,900105,1040153,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015306,[3星]吴冠希第6关,900106,1040153,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015307,[3星]吴冠希第7关,900107,1040153,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015308,[3星]吴冠希第8关,900108,1040153,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015309,[3星]吴冠希第9关,900109,1040153,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015310,[3星]吴冠希第10关,900110,1040153,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015501,[5星]吴冠希第1关,900111,1040155,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015502,[5星]吴冠希第2关,900112,1040155,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015503,[5星]吴冠希第3关,900113,1040155,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015504,[5星]吴冠希第4关,900114,1040155,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015505,[5星]吴冠希第5关,900115,1040155,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015506,[5星]吴冠希第6关,900116,1040155,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015507,[5星]吴冠希第7关,900117,1040155,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015508,[5星]吴冠希第8关,900118,1040155,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015509,[5星]吴冠希第9关,900119,1040155,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4015510,[5星]吴冠希第10关,900120,1040155,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,515]"
4016001,[0星]吴前第1关,900101,1040160,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016002,[0星]吴前第2关,900102,1040160,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016003,[0星]吴前第3关,900103,1040160,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016004,[0星]吴前第4关,900104,1040160,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016005,[0星]吴前第5关,900105,1040160,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016101,[1星]吴前第1关,900106,1040161,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016102,[1星]吴前第2关,900107,1040161,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016103,[1星]吴前第3关,900108,1040161,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016104,[1星]吴前第4关,900109,1040161,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016105,[1星]吴前第5关,900110,1040161,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016106,[1星]吴前第6关,900111,1040161,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016107,[1星]吴前第7关,900112,1040161,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016108,[1星]吴前第8关,900113,1040161,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016109,[1星]吴前第9关,900114,1040161,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016110,[1星]吴前第10关,900115,1040161,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016301,[3星]吴前第1关,900116,1040163,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016302,[3星]吴前第2关,900117,1040163,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016303,[3星]吴前第3关,900118,1040163,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016304,[3星]吴前第4关,900119,1040163,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016305,[3星]吴前第5关,900120,1040163,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016306,[3星]吴前第6关,900101,1040163,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016307,[3星]吴前第7关,900102,1040163,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016308,[3星]吴前第8关,900103,1040163,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016309,[3星]吴前第9关,900104,1040163,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016310,[3星]吴前第10关,900105,1040163,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016501,[5星]吴前第1关,900106,1040165,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016502,[5星]吴前第2关,900107,1040165,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016503,[5星]吴前第3关,900108,1040165,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016504,[5星]吴前第4关,900109,1040165,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016505,[5星]吴前第5关,900110,1040165,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016506,[5星]吴前第6关,900111,1040165,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016507,[5星]吴前第7关,900112,1040165,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016508,[5星]吴前第8关,900113,1040165,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016509,[5星]吴前第9关,900114,1040165,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4016510,[5星]吴前第10关,900115,1040165,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,516]"
4017001,[0星]林庭谦第1关,900116,1040170,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017002,[0星]林庭谦第2关,900117,1040170,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017003,[0星]林庭谦第3关,900118,1040170,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017004,[0星]林庭谦第4关,900119,1040170,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017005,[0星]林庭谦第5关,900120,1040170,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017101,[1星]林庭谦第1关,900101,1040171,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017102,[1星]林庭谦第2关,900102,1040171,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017103,[1星]林庭谦第3关,900103,1040171,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017104,[1星]林庭谦第4关,900104,1040171,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017105,[1星]林庭谦第5关,900105,1040171,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017106,[1星]林庭谦第6关,900106,1040171,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017107,[1星]林庭谦第7关,900107,1040171,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017108,[1星]林庭谦第8关,900108,1040171,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017109,[1星]林庭谦第9关,900109,1040171,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017110,[1星]林庭谦第10关,900110,1040171,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017301,[3星]林庭谦第1关,900111,1040173,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017302,[3星]林庭谦第2关,900112,1040173,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017303,[3星]林庭谦第3关,900113,1040173,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017304,[3星]林庭谦第4关,900114,1040173,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017305,[3星]林庭谦第5关,900115,1040173,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017306,[3星]林庭谦第6关,900116,1040173,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017307,[3星]林庭谦第7关,900117,1040173,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017308,[3星]林庭谦第8关,900118,1040173,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017309,[3星]林庭谦第9关,900119,1040173,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017310,[3星]林庭谦第10关,900120,1040173,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017501,[5星]林庭谦第1关,900101,1040175,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017502,[5星]林庭谦第2关,900102,1040175,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017503,[5星]林庭谦第3关,900103,1040175,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017504,[5星]林庭谦第4关,900104,1040175,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017505,[5星]林庭谦第5关,900105,1040175,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017506,[5星]林庭谦第6关,900106,1040175,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017507,[5星]林庭谦第7关,900107,1040175,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017508,[5星]林庭谦第8关,900108,1040175,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017509,[5星]林庭谦第9关,900109,1040175,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4017510,[5星]林庭谦第10关,900110,1040175,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,517]"
4018001,[0星]陈盈骏第1关,900111,1040180,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018002,[0星]陈盈骏第2关,900112,1040180,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018003,[0星]陈盈骏第3关,900113,1040180,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018004,[0星]陈盈骏第4关,900114,1040180,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018005,[0星]陈盈骏第5关,900115,1040180,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018101,[1星]陈盈骏第1关,900116,1040181,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018102,[1星]陈盈骏第2关,900117,1040181,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018103,[1星]陈盈骏第3关,900118,1040181,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018104,[1星]陈盈骏第4关,900119,1040181,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018105,[1星]陈盈骏第5关,900120,1040181,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018106,[1星]陈盈骏第6关,900101,1040181,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018107,[1星]陈盈骏第7关,900102,1040181,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018108,[1星]陈盈骏第8关,900103,1040181,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018109,[1星]陈盈骏第9关,900104,1040181,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018110,[1星]陈盈骏第10关,900105,1040181,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018301,[3星]陈盈骏第1关,900106,1040183,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018302,[3星]陈盈骏第2关,900107,1040183,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018303,[3星]陈盈骏第3关,900108,1040183,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018304,[3星]陈盈骏第4关,900109,1040183,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018305,[3星]陈盈骏第5关,900110,1040183,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018306,[3星]陈盈骏第6关,900111,1040183,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018307,[3星]陈盈骏第7关,900112,1040183,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018308,[3星]陈盈骏第8关,900113,1040183,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018309,[3星]陈盈骏第9关,900114,1040183,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018310,[3星]陈盈骏第10关,900115,1040183,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018501,[5星]陈盈骏第1关,900116,1040185,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018502,[5星]陈盈骏第2关,900117,1040185,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018503,[5星]陈盈骏第3关,900118,1040185,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018504,[5星]陈盈骏第4关,900119,1040185,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018505,[5星]陈盈骏第5关,900120,1040185,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018506,[5星]陈盈骏第6关,900101,1040185,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018507,[5星]陈盈骏第7关,900102,1040185,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018508,[5星]陈盈骏第8关,900103,1040185,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018509,[5星]陈盈骏第9关,900104,1040185,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4018510,[5星]陈盈骏第10关,900105,1040185,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,518]"
4019001,[0星]葛昭宝第1关,900106,1040190,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019002,[0星]葛昭宝第2关,900107,1040190,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019003,[0星]葛昭宝第3关,900108,1040190,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019004,[0星]葛昭宝第4关,900109,1040190,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019005,[0星]葛昭宝第5关,900110,1040190,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019101,[1星]葛昭宝第1关,900111,1040191,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019102,[1星]葛昭宝第2关,900112,1040191,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019103,[1星]葛昭宝第3关,900113,1040191,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019104,[1星]葛昭宝第4关,900114,1040191,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019105,[1星]葛昭宝第5关,900115,1040191,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019106,[1星]葛昭宝第6关,900116,1040191,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019107,[1星]葛昭宝第7关,900117,1040191,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019108,[1星]葛昭宝第8关,900118,1040191,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019109,[1星]葛昭宝第9关,900119,1040191,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019110,[1星]葛昭宝第10关,900120,1040191,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019301,[3星]葛昭宝第1关,900101,1040193,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019302,[3星]葛昭宝第2关,900102,1040193,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019303,[3星]葛昭宝第3关,900103,1040193,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019304,[3星]葛昭宝第4关,900104,1040193,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019305,[3星]葛昭宝第5关,900105,1040193,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019306,[3星]葛昭宝第6关,900106,1040193,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019307,[3星]葛昭宝第7关,900107,1040193,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019308,[3星]葛昭宝第8关,900108,1040193,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019309,[3星]葛昭宝第9关,900109,1040193,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019310,[3星]葛昭宝第10关,900110,1040193,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019501,[5星]葛昭宝第1关,900111,1040195,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019502,[5星]葛昭宝第2关,900112,1040195,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019503,[5星]葛昭宝第3关,900113,1040195,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019504,[5星]葛昭宝第4关,900114,1040195,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019505,[5星]葛昭宝第5关,900115,1040195,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019506,[5星]葛昭宝第6关,900116,1040195,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019507,[5星]葛昭宝第7关,900117,1040195,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019508,[5星]葛昭宝第8关,900118,1040195,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019509,[5星]葛昭宝第9关,900119,1040195,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4019510,[5星]葛昭宝第10关,900120,1040195,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,519]"
4020001,[0星]赵岩昊第1关,900101,1040200,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020002,[0星]赵岩昊第2关,900102,1040200,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020003,[0星]赵岩昊第3关,900103,1040200,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020004,[0星]赵岩昊第4关,900104,1040200,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020005,[0星]赵岩昊第5关,900105,1040200,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020101,[1星]赵岩昊第1关,900106,1040201,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020102,[1星]赵岩昊第2关,900107,1040201,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020103,[1星]赵岩昊第3关,900108,1040201,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020104,[1星]赵岩昊第4关,900109,1040201,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020105,[1星]赵岩昊第5关,900110,1040201,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020106,[1星]赵岩昊第6关,900111,1040201,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020107,[1星]赵岩昊第7关,900112,1040201,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020108,[1星]赵岩昊第8关,900113,1040201,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020109,[1星]赵岩昊第9关,900114,1040201,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020110,[1星]赵岩昊第10关,900115,1040201,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020301,[3星]赵岩昊第1关,900116,1040203,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020302,[3星]赵岩昊第2关,900117,1040203,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020303,[3星]赵岩昊第3关,900118,1040203,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020304,[3星]赵岩昊第4关,900119,1040203,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020305,[3星]赵岩昊第5关,900120,1040203,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020306,[3星]赵岩昊第6关,900101,1040203,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020307,[3星]赵岩昊第7关,900102,1040203,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020308,[3星]赵岩昊第8关,900103,1040203,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020309,[3星]赵岩昊第9关,900104,1040203,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020310,[3星]赵岩昊第10关,900105,1040203,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020501,[5星]赵岩昊第1关,900106,1040205,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
4020502,[5星]赵岩昊第2关,900107,1040205,"[101,201]","[1,1]",1:4:100,"[1001,1002]","[5,520]"
