Id,Portrait,Star,Skills,ClubId,Name,Ability,Number,AdaptPosition,Quality,GiftIds,Power
40023070,90151007,1,[0],4002307,Elton,"{""1"":1260,""2"":960,""3"":1380,""4"":1380,""5"":1620,""6"":1200,""7"":720,""8"":840,""9"":1440,""10"":1200}",8,[1],3,[0],83
40023071,90150903,1,[0],4002307,Evan,"{""1"":1380,""2"":960,""3"":1320,""4"":1380,""5"":1560,""6"":1200,""7"":960,""8"":600,""9"":1440,""10"":1200}",7,[2],2,[103009310],81
40023072,90150908,1,[0],4002307,Frank,"{""1"":1200,""2"":1200,""3"":1200,""4"":1200,""5"":1200,""6"":1200,""7"":1200,""8"":1200,""9"":1200,""10"":1200}",24,[3],2,[0],88
40023073,90150904,1,[0],4002307,Mortimer,"{""1"":1080,""2"":1440,""3"":1080,""4"":1020,""5"":780,""6"":1200,""7"":1560,""8"":1680,""9"":960,""10"":1200}",3,[4],2,[103010310],86
40023074,90150907,1,[0],4002307,Barry,"{""1"":1080,""2"":1440,""3"":1020,""4"":1020,""5"":840,""6"":1200,""7"":1560,""8"":1680,""9"":960,""10"":1200}",1,[5],2,[104001110],96
40023075,90150905,1,[0],4002307,Gregary,"{""1"":1260,""2"":960,""3"":1380,""4"":1380,""5"":1620,""6"":1200,""7"":720,""8"":840,""9"":1440,""10"":1200}",7,[1],2,[0],98
40023076,90150901,1,[0],4002307,Dana,"{""1"":1380,""2"":960,""3"":1320,""4"":1380,""5"":1560,""6"":1200,""7"":960,""8"":600,""9"":1440,""10"":1200}",1,[2],2,[0],100
40023077,90150908,1,[0],4002307,Peter,"{""1"":1200,""2"":1200,""3"":1200,""4"":1200,""5"":1200,""6"":1200,""7"":1200,""8"":1200,""9"":1200,""10"":1200}",2,[3],2,[0],89
40023078,90150905,1,[0],4002307,Maria,"{""1"":1080,""2"":1440,""3"":1080,""4"":1020,""5"":780,""6"":1200,""7"":1560,""8"":1680,""9"":960,""10"":1200}",3,[4],3,[0],90
40023079,90150908,1,[0],4002307,Kama,"{""1"":1080,""2"":1440,""3"":1020,""4"":1020,""5"":840,""6"":1200,""7"":1560,""8"":1680,""9"":960,""10"":1200}",4,[5],2,[0],85
40023080,90150907,1,[0],4002308,Ada,"{""1"":1418,""2"":1080,""3"":1553,""4"":1553,""5"":1823,""6"":1350,""7"":810,""8"":945,""9"":1620,""10"":1350}",5,[1],2,[103038310],86
40023081,90150905,1,[0],4002308,Meredith,"{""1"":1553,""2"":1080,""3"":1485,""4"":1553,""5"":1755,""6"":1350,""7"":1080,""8"":675,""9"":1620,""10"":1350}",1,[2],2,[0],95
40023082,90150901,1,[0],4002308,Levi,"{""1"":1350,""2"":1350,""3"":1350,""4"":1350,""5"":1350,""6"":1350,""7"":1350,""8"":1350,""9"":1350,""10"":1350}",1,[3],2,[103039310],98
40023083,90150908,1,[0],4002308,Bruce,"{""1"":1215,""2"":1620,""3"":1215,""4"":1148,""5"":878,""6"":1350,""7"":1755,""8"":1890,""9"":1080,""10"":1350}",1,[4],2,[0],97
40023084,90150906,1,[0],4002308,Regan,"{""1"":1215,""2"":1620,""3"":1148,""4"":1148,""5"":945,""6"":1350,""7"":1755,""8"":1890,""9"":1080,""10"":1350}",20,[5],2,[104001310],96
40023085,90150904,1,[0],4002308,Salome,"{""1"":1418,""2"":1080,""3"":1553,""4"":1553,""5"":1823,""6"":1350,""7"":810,""8"":945,""9"":1620,""10"":1350}",8,[1],2,[0],88
40023086,90150905,1,[0],4002308,Jo,"{""1"":1553,""2"":1080,""3"":1485,""4"":1553,""5"":1755,""6"":1350,""7"":1080,""8"":675,""9"":1620,""10"":1350}",0,[2],3,[0],98
40023087,90150901,1,[0],4002308,Byron,"{""1"":1350,""2"":1350,""3"":1350,""4"":1350,""5"":1350,""6"":1350,""7"":1350,""8"":1350,""9"":1350,""10"":1350}",3,[3],2,[0],81
40023088,90150902,1,[0],4002308,Phoebe,"{""1"":1215,""2"":1620,""3"":1215,""4"":1148,""5"":878,""6"":1350,""7"":1755,""8"":1890,""9"":1080,""10"":1350}",23,[4],2,[0],87
40023089,90150901,1,[0],4002308,Glenn,"{""1"":1215,""2"":1620,""3"":1148,""4"":1148,""5"":945,""6"":1350,""7"":1755,""8"":1890,""9"":1080,""10"":1350}",1,[5],2,[0],100
40023090,90150905,1,[0],4002309,Charles,"{""1"":1575,""2"":1200,""3"":1725,""4"":1725,""5"":2025,""6"":1500,""7"":900,""8"":1050,""9"":1800,""10"":1500}",33,[1],2,[0],80
40023091,90150901,1,[0],4002309,Stanford,"{""1"":1725,""2"":1200,""3"":1650,""4"":1725,""5"":1950,""6"":1500,""7"":1200,""8"":750,""9"":1800,""10"":1500}",10,[2],2,[103037310],86
40023092,90150908,1,[0],4002309,Linda,"{""1"":1500,""2"":1500,""3"":1500,""4"":1500,""5"":1500,""6"":1500,""7"":1500,""8"":1500,""9"":1500,""10"":1500}",39,[3],2,[0],82
40023093,90150907,1,[0],4002309,Len,"{""1"":1350,""2"":1800,""3"":1350,""4"":1275,""5"":975,""6"":1500,""7"":1950,""8"":2100,""9"":1200,""10"":1500}",16,[4],2,[103040310],85
40023094,90150906,1,[0],4002309,Marguerite,"{""1"":1350,""2"":1800,""3"":1275,""4"":1275,""5"":1050,""6"":1500,""7"":1950,""8"":2100,""9"":1200,""10"":1500}",33,[5],3,[104002310],90
40023095,90150904,1,[0],4002309,Jacqueline,"{""1"":1575,""2"":1200,""3"":1725,""4"":1725,""5"":2025,""6"":1500,""7"":900,""8"":1050,""9"":1800,""10"":1500}",9,[1],2,[0],83
40023096,90150905,1,[0],4002309,Warner,"{""1"":1725,""2"":1200,""3"":1650,""4"":1725,""5"":1950,""6"":1500,""7"":1200,""8"":750,""9"":1800,""10"":1500}",25,[2],2,[0],88
40023097,90150907,1,[0],4002309,Sara,"{""1"":1500,""2"":1500,""3"":1500,""4"":1500,""5"":1500,""6"":1500,""7"":1500,""8"":1500,""9"":1500,""10"":1500}",1,[3],2,[0],86
40023098,90150907,1,[0],4002309,Bradley,"{""1"":1350,""2"":1800,""3"":1350,""4"":1275,""5"":975,""6"":1500,""7"":1950,""8"":2100,""9"":1200,""10"":1500}",10,[4],2,[0],96
40023099,90150905,1,[0],4002309,Agatha,"{""1"":1350,""2"":1800,""3"":1275,""4"":1275,""5"":1050,""6"":1500,""7"":1950,""8"":2100,""9"":1200,""10"":1500}",32,[5],2,[0],90
40023100,90150902,1,[0],4002310,Mary,"{""1"":1733,""2"":1320,""3"":1898,""4"":1898,""5"":2228,""6"":1650,""7"":990,""8"":1155,""9"":1980,""10"":1650}",24,[1],2,[103036310],81
40023101,90150904,1,[0],4002310,Teresa,"{""1"":1898,""2"":1320,""3"":1815,""4"":1898,""5"":2145,""6"":1650,""7"":1320,""8"":825,""9"":1980,""10"":1650}",26,[2],2,[0],88
40023102,90150906,1,[0],4002310,Lilith,"{""1"":1650,""2"":1650,""3"":1650,""4"":1650,""5"":1650,""6"":1650,""7"":1650,""8"":1650,""9"":1650,""10"":1650}",21,[3],3,[104006310],99
40023103,90150903,1,[0],4002310,Eli,"{""1"":1485,""2"":1980,""3"":1485,""4"":1403,""5"":1073,""6"":1650,""7"":2145,""8"":2310,""9"":1320,""10"":1650}",17,[4],2,[0],94
40023104,90150908,1,[0],4002310,Lennon,"{""1"":1485,""2"":1980,""3"":1403,""4"":1403,""5"":1155,""6"":1650,""7"":2145,""8"":2310,""9"":1320,""10"":1650}",9,[5],2,[104007310],88
40023105,90150902,1,[0],4002310,Ingemar,"{""1"":1733,""2"":1320,""3"":1898,""4"":1898,""5"":2228,""6"":1650,""7"":990,""8"":1155,""9"":1980,""10"":1650}",20,[1],2,[0],98
40023106,90150901,1,[0],4002310,Stan,"{""1"":1898,""2"":1320,""3"":1815,""4"":1898,""5"":2145,""6"":1650,""7"":1320,""8"":825,""9"":1980,""10"":1650}",9,[2],2,[0],83
40023107,90150901,1,[0],4002310,Lucien,"{""1"":1650,""2"":1650,""3"":1650,""4"":1650,""5"":1650,""6"":1650,""7"":1650,""8"":1650,""9"":1650,""10"":1650}",10,[3],2,[0],88
40023108,90150901,1,[0],4002310,Hardy,"{""1"":1485,""2"":1980,""3"":1485,""4"":1403,""5"":1073,""6"":1650,""7"":2145,""8"":2310,""9"":1320,""10"":1650}",7,[4],2,[0],97
40023109,90150906,1,[0],4002310,Leif,"{""1"":1485,""2"":1980,""3"":1403,""4"":1403,""5"":1155,""6"":1650,""7"":2145,""8"":2310,""9"":1320,""10"":1650}",5,[5],2,[0],80
40025010,90150904,1,[0],4002501,Christ,"{""1"":315,""2"":240,""3"":345,""4"":345,""5"":405,""6"":300,""7"":180,""8"":210,""9"":360,""10"":300}",13,[1],3,[103034310],93
40025011,90150907,1,[0],4002501,Antony,"{""1"":345,""2"":240,""3"":330,""4"":345,""5"":390,""6"":300,""7"":240,""8"":150,""9"":360,""10"":300}",3,[2],2,[103035310],95
40025012,90150902,1,[0],4002501,Devin,"{""1"":300,""2"":300,""3"":300,""4"":300,""5"":300,""6"":300,""7"":300,""8"":300,""9"":300,""10"":300}",50,[3],2,[103037310],86
40025013,90150903,1,[0],4002501,Bert,"{""1"":270,""2"":360,""3"":270,""4"":255,""5"":195,""6"":300,""7"":390,""8"":420,""9"":240,""10"":300}",7,[4],2,[103040310],97
40025014,90150905,1,[0],4002501,Verne,"{""1"":270,""2"":360,""3"":255,""4"":255,""5"":210,""6"":300,""7"":390,""8"":420,""9"":240,""10"":300}",3,[5],2,[104002310],89
40025015,90150902,1,[0],4002501,Colbert,"{""1"":315,""2"":240,""3"":345,""4"":345,""5"":405,""6"":300,""7"":180,""8"":210,""9"":360,""10"":300}",55,[1],2,[0],94
40025016,90150905,1,[0],4002501,Dinah,"{""1"":345,""2"":240,""3"":330,""4"":345,""5"":390,""6"":300,""7"":240,""8"":150,""9"":360,""10"":300}",19,[2],2,[0],82
40025017,90150907,1,[0],4002501,Zora,"{""1"":300,""2"":300,""3"":300,""4"":300,""5"":300,""6"":300,""7"":300,""8"":300,""9"":300,""10"":300}",23,[3],2,[0],94
40025018,90150901,1,[0],4002501,Charlotte,"{""1"":270,""2"":360,""3"":270,""4"":255,""5"":195,""6"":300,""7"":390,""8"":420,""9"":240,""10"":300}",11,[4],3,[0],82
40025019,90150903,1,[0],4002501,Darren,"{""1"":270,""2"":360,""3"":255,""4"":255,""5"":210,""6"":300,""7"":390,""8"":420,""9"":240,""10"":300}",14,[5],2,[0],95
40025020,90150904,1,[0],4002502,Ira,"{""1"":473,""2"":360,""3"":518,""4"":518,""5"":608,""6"":450,""7"":270,""8"":315,""9"":540,""10"":450}",16,[1],2,[103030310],81
40025021,90150903,1,[0],4002502,Chloe,"{""1"":518,""2"":360,""3"":495,""4"":518,""5"":585,""6"":450,""7"":360,""8"":225,""9"":540,""10"":450}",21,[2],2,[103031310],100
40025022,90150901,1,[0],4002502,Elvis,"{""1"":450,""2"":450,""3"":450,""4"":450,""5"":450,""6"":450,""7"":450,""8"":450,""9"":450,""10"":450}",51,[3],2,[103036310],90
40025023,90150908,1,[0],4002502,Stacey,"{""1"":405,""2"":540,""3"":405,""4"":383,""5"":293,""6"":450,""7"":585,""8"":630,""9"":360,""10"":450}",5,[4],2,[104006310],100
40025024,90150906,1,[0],4002502,Burnell,"{""1"":405,""2"":540,""3"":383,""4"":383,""5"":315,""6"":450,""7"":585,""8"":630,""9"":360,""10"":450}",7,[5],2,[104007310],95
40025025,90150902,1,[0],4002502,Eartha,"{""1"":473,""2"":360,""3"":518,""4"":518,""5"":608,""6"":450,""7"":270,""8"":315,""9"":540,""10"":450}",10,[1],2,[0],88
40025026,90150901,1,[0],4002502,Jared,"{""1"":518,""2"":360,""3"":495,""4"":518,""5"":585,""6"":450,""7"":360,""8"":225,""9"":540,""10"":450}",8,[2],3,[0],81
40025027,90150905,1,[0],4002502,William,"{""1"":450,""2"":450,""3"":450,""4"":450,""5"":450,""6"":450,""7"":450,""8"":450,""9"":450,""10"":450}",26,[3],2,[0],84
40025028,90150901,1,[0],4002502,Mabel,"{""1"":405,""2"":540,""3"":405,""4"":383,""5"":293,""6"":450,""7"":585,""8"":630,""9"":360,""10"":450}",3,[4],2,[0],89
40025029,90150906,1,[0],4002502,Colin,"{""1"":405,""2"":540,""3"":383,""4"":383,""5"":315,""6"":450,""7"":585,""8"":630,""9"":360,""10"":450}",12,[5],2,[0],84
40025030,90150907,1,[0],4002503,Renee,"{""1"":630,""2"":480,""3"":690,""4"":690,""5"":810,""6"":600,""7"":360,""8"":420,""9"":720,""10"":600}",11,[1],2,[104004110],86
40025031,90150901,1,[0],4002503,Jonas,"{""1"":690,""2"":480,""3"":660,""4"":690,""5"":780,""6"":600,""7"":480,""8"":300,""9"":720,""10"":600}",11,[2],2,[104010110],99
40025032,90150908,1,[0],4002503,Tina,"{""1"":600,""2"":600,""3"":600,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600}",19,[3],2,[104012110],94
40025033,90150904,1,[0],4002503,Ruby,"{""1"":540,""2"":720,""3"":540,""4"":510,""5"":390,""6"":600,""7"":780,""8"":840,""9"":480,""10"":600}",1,[4],2,[104013210],85
40025034,90150902,1,[0],4002503,Luther,"{""1"":540,""2"":720,""3"":510,""4"":510,""5"":420,""6"":600,""7"":780,""8"":840,""9"":480,""10"":600}",8,[5],3,[104014110],84
40025035,90150903,1,[0],4002503,Suzanne,"{""1"":630,""2"":480,""3"":690,""4"":690,""5"":810,""6"":600,""7"":360,""8"":420,""9"":720,""10"":600}",6,[1],2,[0],92
40025036,90150907,1,[0],4002503,May,"{""1"":690,""2"":480,""3"":660,""4"":690,""5"":780,""6"":600,""7"":480,""8"":300,""9"":720,""10"":600}",3,[2],2,[0],88
40025037,90150908,1,[0],4002503,Edison,"{""1"":600,""2"":600,""3"":600,""4"":600,""5"":600,""6"":600,""7"":600,""8"":600,""9"":600,""10"":600}",10,[3],2,[0],99
40025038,90150905,1,[0],4002503,Dinah,"{""1"":540,""2"":720,""3"":540,""4"":510,""5"":390,""6"":600,""7"":780,""8"":840,""9"":480,""10"":600}",25,[4],2,[0],94
40025039,90150901,1,[0],4002503,Odelette,"{""1"":540,""2"":720,""3"":510,""4"":510,""5"":420,""6"":600,""7"":780,""8"":840,""9"":480,""10"":600}",22,[5],2,[0],94
40025040,90150906,1,[0],4002504,Malcolm,"{""1"":788,""2"":600,""3"":863,""4"":863,""5"":1013,""6"":750,""7"":450,""8"":525,""9"":900,""10"":750}",9,[1],2,[104002210],99
40025041,90150904,1,[0],4002504,Channing,"{""1"":863,""2"":600,""3"":825,""4"":863,""5"":975,""6"":750,""7"":600,""8"":375,""9"":900,""10"":750}",2,[2],2,[104003210],87
40025042,90150903,1,[0],4002504,Aldrich,"{""1"":750,""2"":750,""3"":750,""4"":750,""5"":750,""6"":750,""7"":750,""8"":750,""9"":750,""10"":750}",20,[3],3,[104004310],100
40025043,90150908,1,[0],4002504,Penelope,"{""1"":675,""2"":900,""3"":675,""4"":638,""5"":488,""6"":750,""7"":975,""8"":1050,""9"":600,""10"":750}",31,[4],4,[104005210],89
40025044,90150905,1,[0],4002504,Harley,"{""1"":675,""2"":900,""3"":638,""4"":638,""5"":525,""6"":750,""7"":975,""8"":1050,""9"":600,""10"":750}",1,[5],3,[104007210],85
40025045,90150907,1,[0],4002504,Douglas,"{""1"":788,""2"":600,""3"":863,""4"":863,""5"":1013,""6"":750,""7"":450,""8"":525,""9"":900,""10"":750}",32,[1],2,[0],87
40025046,90150903,1,[0],4002504,Verne,"{""1"":863,""2"":600,""3"":825,""4"":863,""5"":975,""6"":750,""7"":600,""8"":375,""9"":900,""10"":750}",8,[2],3,[0],92
40025047,90150902,1,[0],4002504,Neil,"{""1"":750,""2"":750,""3"":750,""4"":750,""5"":750,""6"":750,""7"":750,""8"":750,""9"":750,""10"":750}",17,[3],2,[0],96
40025048,90150906,1,[0],4002504,Camille,"{""1"":675,""2"":900,""3"":675,""4"":638,""5"":488,""6"":750,""7"":975,""8"":1050,""9"":600,""10"":750}",50,[4],4,[0],100
40025049,90150901,1,[0],4002504,Tess,"{""1"":675,""2"":900,""3"":638,""4"":638,""5"":525,""6"":750,""7"":975,""8"":1050,""9"":600,""10"":750}",14,[5],2,[0],93
40025050,90150906,1,[0],4002505,Penelope,"{""1"":945,""2"":720,""3"":1035,""4"":1035,""5"":1215,""6"":900,""7"":540,""8"":630,""9"":1080,""10"":900}",15,[1],3,[104003310],97
40025051,90150902,1,[0],4002505,Philip,"{""1"":1035,""2"":720,""3"":990,""4"":1035,""5"":1170,""6"":900,""7"":720,""8"":450,""9"":1080,""10"":900}",13,[2],4,[104005310],83
40025052,90150901,1,[0],4002505,Leila,"{""1"":900,""2"":900,""3"":900,""4"":900,""5"":900,""6"":900,""7"":900,""8"":900,""9"":900,""10"":900}",12,[3],3,[104006110],85
40025053,90150908,1,[0],4002505,Valentine,"{""1"":810,""2"":1080,""3"":810,""4"":765,""5"":585,""6"":900,""7"":1170,""8"":1260,""9"":720,""10"":900}",9,[4],2,[104008110],100
40025054,90150904,1,[0],4002505,Rex,"{""1"":810,""2"":1080,""3"":765,""4"":765,""5"":630,""6"":900,""7"":1170,""8"":1260,""9"":720,""10"":900}",0,[5],3,[104011210],82
40025055,90150903,1,[0],4002505,Xanthe,"{""1"":945,""2"":720,""3"":1035,""4"":1035,""5"":1215,""6"":900,""7"":540,""8"":630,""9"":1080,""10"":900}",0,[1],2,[0],97
40025056,90150904,1,[0],4002505,Caesar,"{""1"":1035,""2"":720,""3"":990,""4"":1035,""5"":1170,""6"":900,""7"":720,""8"":450,""9"":1080,""10"":900}",14,[2],4,[0],86
40025057,90150907,1,[0],4002505,Annabelle,"{""1"":900,""2"":900,""3"":900,""4"":900,""5"":900,""6"":900,""7"":900,""8"":900,""9"":900,""10"":900}",5,[3],2,[0],93
40025058,90151004,1,[0],4002505,Jeff,"{""1"":810,""2"":1080,""3"":810,""4"":765,""5"":585,""6"":900,""7"":1170,""8"":1260,""9"":720,""10"":900}",15,[4],3,[0],85
40025059,90151007,1,[0],4002505,Antonia,"{""1"":810,""2"":1080,""3"":765,""4"":765,""5"":630,""6"":900,""7"":1170,""8"":1260,""9"":720,""10"":900}",32,[5],4,[0],89
40025060,90151007,1,[0],4002506,Zoe,"{""1"":1103,""2"":840,""3"":1208,""4"":1208,""5"":1418,""6"":1050,""7"":630,""8"":735,""9"":1260,""10"":1050}",43,[1],3,[104008310],94
40025061,90151002,1,[0],4002506,Charles,"{""1"":1208,""2"":840,""3"":1155,""4"":1208,""5"":1365,""6"":1050,""7"":840,""8"":525,""9"":1260,""10"":1050}",0,[2],2,[104009310],82
40025062,90151005,1,[0],4002506,Nancy,"{""1"":1050,""2"":1050,""3"":1050,""4"":1050,""5"":1050,""6"":1050,""7"":1050,""8"":1050,""9"":1050,""10"":1050}",10,[3],3,[104010310],91
40025063,90151008,1,[0],4002506,Louise,"{""1"":945,""2"":1260,""3"":945,""4"":893,""5"":683,""6"":1050,""7"":1365,""8"":1470,""9"":840,""10"":1050}",12,[4],2,[104011310],97
40025064,90151003,1,[0],4002506,Marjorie,"{""1"":945,""2"":1260,""3"":893,""4"":893,""5"":735,""6"":1050,""7"":1365,""8"":1470,""9"":840,""10"":1050}",27,[5],4,[104013310],89
40025065,90151002,1,[0],4002506,Joyce,"{""1"":1103,""2"":840,""3"":1208,""4"":1208,""5"":1418,""6"":1050,""7"":630,""8"":735,""9"":1260,""10"":1050}",3,[1],2,[0],86
40025066,90151004,1,[0],4002506,Evangeline,"{""1"":1208,""2"":840,""3"":1155,""4"":1208,""5"":1365,""6"":1050,""7"":840,""8"":525,""9"":1260,""10"":1050}",33,[2],3,[0],80
40025067,90151005,1,[0],4002506,Gail,"{""1"":1050,""2"":1050,""3"":1050,""4"":1050,""5"":1050,""6"":1050,""7"":1050,""8"":1050,""9"":1050,""10"":1050}",1,[3],4,[0],80
40025068,90151008,1,[0],4002506,Bella,"{""1"":945,""2"":1260,""3"":945,""4"":893,""5"":683,""6"":1050,""7"":1365,""8"":1470,""9"":840,""10"":1050}",27,[4],3,[0],98
40025069,90151006,1,[0],4002506,Cecilia,"{""1"":945,""2"":1260,""3"":893,""4"":893,""5"":735,""6"":1050,""7"":1365,""8"":1470,""9"":840,""10"":1050}",12,[5],2,[0],81
40025070,90151001,1,[0],4002507,Elroy,"{""1"":1260,""2"":960,""3"":1380,""4"":1380,""5"":1620,""6"":1200,""7"":720,""8"":840,""9"":1440,""10"":1200}",8,[1],3,[104016110],99
40025071,90151003,1,[0],4002507,Constance,"{""1"":1380,""2"":960,""3"":1320,""4"":1380,""5"":1560,""6"":1200,""7"":960,""8"":600,""9"":1440,""10"":1200}",7,[2],2,[104018110],89
40025072,90151008,1,[0],4002507,Adam,"{""1"":1200,""2"":1200,""3"":1200,""4"":1200,""5"":1200,""6"":1200,""7"":1200,""8"":1200,""9"":1200,""10"":1200}",24,[3],4,[104020110],83
40025073,90151004,1,[0],4002507,Janet,"{""1"":1080,""2"":1440,""3"":1080,""4"":1020,""5"":780,""6"":1200,""7"":1560,""8"":1680,""9"":960,""10"":1200}",3,[4],2,[104022110],93
40025074,90151007,1,[0],4002507,Lou,"{""1"":1080,""2"":1440,""3"":1020,""4"":1020,""5"":840,""6"":1200,""7"":1560,""8"":1680,""9"":960,""10"":1200}",1,[5],3,[104024110],88
40025075,90151005,1,[0],4002507,Thera,"{""1"":1260,""2"":960,""3"":1380,""4"":1380,""5"":1620,""6"":1200,""7"":720,""8"":840,""9"":1440,""10"":1200}",7,[1],4,[0],87
40025076,90151001,1,[0],4002507,Clarence,"{""1"":1380,""2"":960,""3"":1320,""4"":1380,""5"":1560,""6"":1200,""7"":960,""8"":600,""9"":1440,""10"":1200}",12,[2],3,[0],88
40025077,90151008,1,[0],4002507,Xavier,"{""1"":1200,""2"":1200,""3"":1200,""4"":1200,""5"":1200,""6"":1200,""7"":1200,""8"":1200,""9"":1200,""10"":1200}",0,[3],2,[0],100
40025078,90151005,1,[0],4002507,Modesty,"{""1"":1080,""2"":1440,""3"":1080,""4"":1020,""5"":780,""6"":1200,""7"":1560,""8"":1680,""9"":960,""10"":1200}",1,[4],3,[0],91
40025079,90151008,1,[0],4002507,Albert,"{""1"":1080,""2"":1440,""3"":1020,""4"":1020,""5"":840,""6"":1200,""7"":1560,""8"":1680,""9"":960,""10"":1200}",33,[5],2,[0],90
40025080,90151007,1,[0],4002508,Bill,"{""1"":1418,""2"":1080,""3"":1553,""4"":1553,""5"":1823,""6"":1350,""7"":810,""8"":945,""9"":1620,""10"":1350}",23,[1],4,[104009210],96
40025081,90151001,1,[0],4002508,Lucien,"{""1"":1553,""2"":1080,""3"":1485,""4"":1553,""5"":1755,""6"":1350,""7"":1080,""8"":675,""9"":1620,""10"":1350}",10,[2],2,[104017210],87
40025082,90151001,1,[0],4002508,Miriam,"{""1"":1350,""2"":1350,""3"":1350,""4"":1350,""5"":1350,""6"":1350,""7"":1350,""8"":1350,""9"":1350,""10"":1350}",3,[3],3,[104019210],81
40025083,90151001,1,[0],4002508,Hulda,"{""1"":1215,""2"":1620,""3"":1215,""4"":1148,""5"":878,""6"":1350,""7"":1755,""8"":1890,""9"":1080,""10"":1350}",39,[4],4,[104020310],97
40025084,90151006,1,[0],4002508,Ingemar,"{""1"":1215,""2"":1620,""3"":1148,""4"":1148,""5"":945,""6"":1350,""7"":1755,""8"":1890,""9"":1080,""10"":1350}",16,[5],3,[104023210],91
40025085,90151004,1,[0],4002508,Lesley,"{""1"":1418,""2"":1080,""3"":1553,""4"":1553,""5"":1823,""6"":1350,""7"":810,""8"":945,""9"":1620,""10"":1350}",21,[1],2,[0],91
40025086,90151005,1,[0],4002508,Ernest,"{""1"":1553,""2"":1080,""3"":1485,""4"":1553,""5"":1755,""6"":1350,""7"":1080,""8"":675,""9"":1620,""10"":1350}",17,[2],3,[0],89
40025087,90151001,1,[0],4002508,Sebastiane,"{""1"":1350,""2"":1350,""3"":1350,""4"":1350,""5"":1350,""6"":1350,""7"":1350,""8"":1350,""9"":1350,""10"":1350}",25,[3],2,[0],97
40025088,90151002,1,[0],4002508,Kirk,"{""1"":1215,""2"":1620,""3"":1215,""4"":1148,""5"":878,""6"":1350,""7"":1755,""8"":1890,""9"":1080,""10"":1350}",10,[4],4,[0],92
40025089,90151001,1,[0],4002508,Kyle,"{""1"":1215,""2"":1620,""3"":1148,""4"":1148,""5"":945,""6"":1350,""7"":1755,""8"":1890,""9"":1080,""10"":1350}",32,[5],2,[0],98
40025090,90151005,1,[0],4002509,Patricia,"{""1"":1575,""2"":1200,""3"":1725,""4"":1725,""5"":2025,""6"":1500,""7"":900,""8"":1050,""9"":1800,""10"":1500}",24,[1],3,[104012310],83
40025091,90151003,1,[0],4002509,Chad,"{""1"":1725,""2"":1200,""3"":1650,""4"":1725,""5"":1950,""6"":1500,""7"":1200,""8"":750,""9"":1800,""10"":1500}",26,[2],4,[104014310],92
40025092,90151008,1,[0],4002509,Verna,"{""1"":1500,""2"":1500,""3"":1500,""4"":1500,""5"":1500,""6"":1500,""7"":1500,""8"":1500,""9"":1500,""10"":1500}",1,[3],3,[104015210],93
40025093,90151007,1,[0],4002509,Karen,"{""1"":1350,""2"":1800,""3"":1350,""4"":1275,""5"":975,""6"":1500,""7"":1950,""8"":2100,""9"":1200,""10"":1500}",9,[4],2,[104016310],85
40025094,90151004,1,[0],4002509,Sigrid,"{""1"":1350,""2"":1800,""3"":1275,""4"":1275,""5"":1050,""6"":1500,""7"":1950,""8"":2100,""9"":1200,""10"":1500}",7,[5],3,[104017310],83
40025095,90151004,1,[0],4002509,Michaelia,"{""1"":1575,""2"":1200,""3"":1725,""4"":1725,""5"":2025,""6"":1500,""7"":900,""8"":1050,""9"":1800,""10"":1500}",7,[1],2,[0],90
40025096,90151005,1,[0],4002509,Gary,"{""1"":1725,""2"":1200,""3"":1650,""4"":1725,""5"":1950,""6"":1500,""7"":1200,""8"":750,""9"":1800,""10"":1500}",13,[2],4,[0],100
40025097,90151007,1,[0],4002509,Elaine,"{""1"":1500,""2"":1500,""3"":1500,""4"":1500,""5"":1500,""6"":1500,""7"":1500,""8"":1500,""9"":1500,""10"":1500}",10,[3],2,[0],93
40025098,90151007,1,[0],4002509,Truda,"{""1"":1350,""2"":1800,""3"":1350,""4"":1275,""5"":975,""6"":1500,""7"":1950,""8"":2100,""9"":1200,""10"":1500}",3,[4],3,[0],81
40025099,90151005,1,[0],4002509,Benedict,"{""1"":1350,""2"":1800,""3"":1275,""4"":1275,""5"":1050,""6"":1500,""7"":1950,""8"":2100,""9"":1200,""10"":1500}",5,[5],4,[0],85
40025100,90151004,1,[0],4002510,Sylvia,"{""1"":1733,""2"":1320,""3"":1898,""4"":1898,""5"":2228,""6"":1650,""7"":990,""8"":1155,""9"":1980,""10"":1650}",50,[1],3,[104015310],88
40025101,90151004,1,[0],4002510,Bernie,"{""1"":1898,""2"":1320,""3"":1815,""4"":1898,""5"":2145,""6"":1650,""7"":1320,""8"":825,""9"":1980,""10"":1650}",23,[2],2,[104019310],87
40025102,90151006,1,[0],4002510,Darcy,"{""1"":1650,""2"":1650,""3"":1650,""4"":1650,""5"":1650,""6"":1650,""7"":1650,""8"":1650,""9"":1650,""10"":1650}",19,[3],3,[104021310],86
40025103,90151003,1,[0],4002510,Barton,"{""1"":1485,""2"":1980,""3"":1485,""4"":1403,""5"":1073,""6"":1650,""7"":2145,""8"":2310,""9"":1320,""10"":1650}",21,[4],2,[104022310],100
40025104,90151008,1,[0],4002510,Derrick,"{""1"":1485,""2"":1980,""3"":1403,""4"":1403,""5"":1155,""6"":1650,""7"":2145,""8"":2310,""9"":1320,""10"":1650}",14,[5],4,[104025310],90
