Id,CardId,Quality,Star,AbilityAdd,Sklv,AbilityRatio,Power
104030403,104030,4,3,"{""1"":167,""2"":141,""3"":137,""4"":161,""5"":144,""6"":144,""7"":132,""8"":140,""9"":167,""10"":171}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":141,""2"":124,""3"":106,""4"":122,""5"":126,""6"":126,""7"":103,""8"":108,""9"":126,""10"":144}",150
104030404,104030,4,4,"{""1"":222,""2"":188,""3"":182,""4"":214,""5"":192,""6"":192,""7"":176,""8"":186,""9"":222,""10"":228}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":141,""2"":124,""3"":121,""4"":137,""5"":126,""6"":126,""7"":118,""8"":123,""9"":141,""10"":144}",200
104030405,104030,4,5,"{""1"":278,""2"":235,""3"":228,""4"":268,""5"":240,""6"":240,""7"":220,""8"":233,""9"":278,""10"":285}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":141,""2"":124,""3"":121,""4"":152,""5"":141,""6"":141,""7"":118,""8"":138,""9"":156,""10"":144}",251
104030406,104030,4,6,"{""1"":333,""2"":282,""3"":273,""4"":321,""5"":288,""6"":288,""7"":264,""8"":279,""9"":333,""10"":342}","{""1"":3,""2"":2,""3"":2,""4"":2}","{""1"":156,""2"":139,""3"":136,""4"":152,""5"":141,""6"":141,""7"":133,""8"":138,""9"":156,""10"":159}",300
104030407,104030,4,7,"{""1"":389,""2"":329,""3"":319,""4"":375,""5"":336,""6"":336,""7"":308,""8"":326,""9"":389,""10"":399}","{""1"":3,""2"":3,""3"":2,""4"":2}","{""1"":171,""2"":139,""3"":151,""4"":152,""5"":156,""6"":141,""7"":148,""8"":138,""9"":171,""10"":159}",351
104030408,104030,4,8,"{""1"":444,""2"":376,""3"":364,""4"":428,""5"":384,""6"":384,""7"":352,""8"":372,""9"":444,""10"":456}","{""1"":3,""2"":3,""3"":3,""4"":2}","{""1"":171,""2"":154,""3"":151,""4"":167,""5"":156,""6"":156,""7"":148,""8"":153,""9"":171,""10"":174}",400
104030409,104030,4,9,"{""1"":500,""2"":423,""3"":410,""4"":482,""5"":432,""6"":432,""7"":396,""8"":419,""9"":500,""10"":513}","{""1"":3,""2"":3,""3"":3,""4"":3}","{""1"":186,""2"":169,""3"":151,""4"":167,""5"":171,""6"":171,""7"":148,""8"":153,""9"":171,""10"":189}",451
104030410,104030,4,10,"{""1"":555,""2"":470,""3"":455,""4"":535,""5"":480,""6"":480,""7"":440,""8"":465,""9"":555,""10"":570}","{""1"":4,""2"":3,""3"":3,""4"":3}","{""1"":186,""2"":169,""3"":166,""4"":182,""5"":171,""6"":171,""7"":163,""8"":168,""9"":186,""10"":189}",501
104030500,104030,5,0,"{""1"":611,""2"":517,""3"":501,""4"":589,""5"":528,""6"":528,""7"":484,""8"":512,""9"":611,""10"":627}","{""1"":4,""2"":4,""3"":3,""4"":3}","{""1"":201,""2"":169,""3"":166,""4"":182,""5"":186,""6"":171,""7"":163,""8"":168,""9"":186,""10"":204}",551
104030501,104030,5,1,"{""1"":666,""2"":564,""3"":546,""4"":642,""5"":576,""6"":576,""7"":528,""8"":558,""9"":666,""10"":684}","{""1"":4,""2"":4,""3"":4,""4"":3}","{""1"":221,""2"":169,""3"":186,""4"":182,""5"":206,""6"":171,""7"":183,""8"":168,""9"":206,""10"":204}",601
104030502,104030,5,2,"{""1"":777,""2"":658,""3"":637,""4"":749,""5"":672,""6"":672,""7"":616,""8"":651,""9"":777,""10"":798}","{""1"":4,""2"":4,""3"":4,""4"":4}","{""1"":221,""2"":189,""3"":186,""4"":202,""5"":206,""6"":191,""7"":183,""8"":188,""9"":206,""10"":224}",701
104030503,104030,5,3,"{""1"":888,""2"":752,""3"":728,""4"":856,""5"":768,""6"":768,""7"":704,""8"":744,""9"":888,""10"":912}","{""1"":5,""2"":4,""3"":4,""4"":4}","{""1"":241,""2"":209,""3"":186,""4"":202,""5"":226,""6"":211,""7"":183,""8"":188,""9"":206,""10"":244}",801
104030504,104030,5,4,"{""1"":999,""2"":846,""3"":819,""4"":963,""5"":864,""6"":864,""7"":792,""8"":837,""9"":999,""10"":1026}","{""1"":5,""2"":5,""3"":4,""4"":4}","{""1"":241,""2"":209,""3"":206,""4"":222,""5"":226,""6"":211,""7"":203,""8"":208,""9"":226,""10"":244}",901
104030505,104030,5,5,"{""1"":1110,""2"":940,""3"":910,""4"":1070,""5"":960,""6"":960,""7"":880,""8"":930,""9"":1110,""10"":1140}","{""1"":5,""2"":5,""3"":5,""4"":4}","{""1"":241,""2"":209,""3"":206,""4"":242,""5"":246,""6"":231,""7"":203,""8"":228,""9"":246,""10"":244}",1001
104030506,104030,5,6,"{""1"":1221,""2"":1034,""3"":1001,""4"":1177,""5"":1056,""6"":1056,""7"":968,""8"":1023,""9"":1221,""10"":1254}","{""1"":5,""2"":5,""3"":5,""4"":5}","{""1"":261,""2"":229,""3"":226,""4"":242,""5"":246,""6"":231,""7"":223,""8"":228,""9"":246,""10"":264}",1101
104030507,104030,5,7,"{""1"":1332,""2"":1128,""3"":1092,""4"":1284,""5"":1152,""6"":1152,""7"":1056,""8"":1116,""9"":1332,""10"":1368}","{""1"":6,""2"":5,""3"":5,""4"":5}","{""1"":281,""2"":229,""3"":246,""4"":242,""5"":266,""6"":231,""7"":243,""8"":228,""9"":266,""10"":264}",1201
104030508,104030,5,8,"{""1"":1443,""2"":1222,""3"":1183,""4"":1391,""5"":1248,""6"":1248,""7"":1144,""8"":1209,""9"":1443,""10"":1482}","{""1"":6,""2"":6,""3"":5,""4"":5}","{""1"":281,""2"":249,""3"":246,""4"":262,""5"":266,""6"":251,""7"":243,""8"":248,""9"":266,""10"":284}",1301
104030509,104030,5,9,"{""1"":1554,""2"":1316,""3"":1274,""4"":1498,""5"":1344,""6"":1344,""7"":1232,""8"":1302,""9"":1554,""10"":1596}","{""1"":6,""2"":6,""3"":6,""4"":5}","{""1"":301,""2"":269,""3"":246,""4"":262,""5"":286,""6"":271,""7"":243,""8"":248,""9"":266,""10"":304}",1401
104030510,104030,5,10,"{""1"":1665,""2"":1410,""3"":1365,""4"":1605,""5"":1440,""6"":1440,""7"":1320,""8"":1395,""9"":1665,""10"":1710}","{""1"":6,""2"":6,""3"":6,""4"":6}","{""1"":301,""2"":269,""3"":266,""4"":282,""5"":286,""6"":271,""7"":263,""8"":268,""9"":286,""10"":304}",1502
104031401,104031,4,1,"{""1"":55,""2"":48,""3"":48,""4"":56,""5"":55,""6"":51,""7"":39,""8"":49,""9"":58,""10"":55}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":125,""2"":96,""3"":111,""4"":111,""5"":124,""6"":102,""7"":93,""8"":98,""9"":130,""10"":109}",51
104031402,104031,4,2,"{""1"":110,""2"":96,""3"":96,""4"":111,""5"":109,""6"":102,""7"":78,""8"":98,""9"":115,""10"":109}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":125,""2"":111,""3"":111,""4"":126,""5"":124,""6"":117,""7"":93,""8"":113,""9"":130,""10"":124}",102
104031403,104031,4,3,"{""1"":165,""2"":144,""3"":144,""4"":167,""5"":164,""6"":153,""7"":117,""8"":147,""9"":173,""10"":164}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":140,""2"":126,""3"":111,""4"":126,""5"":139,""6"":132,""7"":93,""8"":113,""9"":130,""10"":139}",154
104031404,104031,4,4,"{""1"":220,""2"":192,""3"":192,""4"":222,""5"":218,""6"":204,""7"":156,""8"":196,""9"":230,""10"":218}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":140,""2"":126,""3"":126,""4"":141,""5"":139,""6"":132,""7"":108,""8"":128,""9"":145,""10"":139}",205
104031405,104031,4,5,"{""1"":275,""2"":240,""3"":240,""4"":278,""5"":273,""6"":255,""7"":195,""8"":245,""9"":288,""10"":273}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":140,""2"":126,""3"":126,""4"":156,""5"":154,""6"":147,""7"":108,""8"":143,""9"":160,""10"":139}",256
104031406,104031,4,6,"{""1"":330,""2"":288,""3"":288,""4"":333,""5"":327,""6"":306,""7"":234,""8"":294,""9"":345,""10"":327}","{""1"":3,""2"":2,""3"":2,""4"":2}","{""1"":155,""2"":141,""3"":141,""4"":156,""5"":154,""6"":147,""7"":123,""8"":143,""9"":160,""10"":154}",307
104031407,104031,4,7,"{""1"":385,""2"":336,""3"":336,""4"":389,""5"":382,""6"":357,""7"":273,""8"":343,""9"":403,""10"":382}","{""1"":3,""2"":3,""3"":2,""4"":2}","{""1"":170,""2"":141,""3"":156,""4"":156,""5"":169,""6"":147,""7"":138,""8"":143,""9"":175,""10"":154}",359
104031408,104031,4,8,"{""1"":440,""2"":384,""3"":384,""4"":444,""5"":436,""6"":408,""7"":312,""8"":392,""9"":460,""10"":436}","{""1"":3,""2"":3,""3"":3,""4"":2}","{""1"":170,""2"":156,""3"":156,""4"":171,""5"":169,""6"":162,""7"":138,""8"":158,""9"":175,""10"":169}",410
104031409,104031,4,9,"{""1"":495,""2"":432,""3"":432,""4"":500,""5"":491,""6"":459,""7"":351,""8"":441,""9"":518,""10"":491}","{""1"":3,""2"":3,""3"":3,""4"":3}","{""1"":185,""2"":171,""3"":156,""4"":171,""5"":184,""6"":177,""7"":138,""8"":158,""9"":175,""10"":184}",461
104031410,104031,4,10,"{""1"":550,""2"":480,""3"":480,""4"":555,""5"":545,""6"":510,""7"":390,""8"":490,""9"":575,""10"":545}","{""1"":4,""2"":3,""3"":3,""4"":3}","{""1"":185,""2"":171,""3"":171,""4"":186,""5"":184,""6"":177,""7"":153,""8"":173,""9"":190,""10"":184}",512
104031500,104031,5,0,"{""1"":605,""2"":528,""3"":528,""4"":611,""5"":600,""6"":561,""7"":429,""8"":539,""9"":633,""10"":600}","{""1"":4,""2"":4,""3"":3,""4"":3}","{""1"":200,""2"":171,""3"":171,""4"":186,""5"":199,""6"":177,""7"":153,""8"":173,""9"":190,""10"":199}",563
104031501,104031,5,1,"{""1"":660,""2"":576,""3"":576,""4"":666,""5"":654,""6"":612,""7"":468,""8"":588,""9"":690,""10"":654}","{""1"":4,""2"":4,""3"":4,""4"":3}","{""1"":220,""2"":171,""3"":191,""4"":186,""5"":219,""6"":177,""7"":173,""8"":173,""9"":210,""10"":199}",614
104031502,104031,5,2,"{""1"":770,""2"":672,""3"":672,""4"":777,""5"":763,""6"":714,""7"":546,""8"":686,""9"":805,""10"":763}","{""1"":4,""2"":4,""3"":4,""4"":4}","{""1"":220,""2"":191,""3"":191,""4"":206,""5"":219,""6"":197,""7"":173,""8"":193,""9"":210,""10"":219}",717
104031503,104031,5,3,"{""1"":880,""2"":768,""3"":768,""4"":888,""5"":872,""6"":816,""7"":624,""8"":784,""9"":920,""10"":872}","{""1"":5,""2"":4,""3"":4,""4"":4}","{""1"":240,""2"":211,""3"":191,""4"":206,""5"":239,""6"":217,""7"":173,""8"":193,""9"":210,""10"":239}",819
104031504,104031,5,4,"{""1"":990,""2"":864,""3"":864,""4"":999,""5"":981,""6"":918,""7"":702,""8"":882,""9"":1035,""10"":981}","{""1"":5,""2"":5,""3"":4,""4"":4}","{""1"":240,""2"":211,""3"":211,""4"":226,""5"":239,""6"":217,""7"":193,""8"":213,""9"":230,""10"":239}",922
104031505,104031,5,5,"{""1"":1100,""2"":960,""3"":960,""4"":1110,""5"":1090,""6"":1020,""7"":780,""8"":980,""9"":1150,""10"":1090}","{""1"":5,""2"":5,""3"":5,""4"":4}","{""1"":240,""2"":211,""3"":211,""4"":246,""5"":259,""6"":237,""7"":193,""8"":233,""9"":250,""10"":239}",1024
104031506,104031,5,6,"{""1"":1210,""2"":1056,""3"":1056,""4"":1221,""5"":1199,""6"":1122,""7"":858,""8"":1078,""9"":1265,""10"":1199}","{""1"":5,""2"":5,""3"":5,""4"":5}","{""1"":260,""2"":231,""3"":231,""4"":246,""5"":259,""6"":237,""7"":213,""8"":233,""9"":250,""10"":259}",1126
104031507,104031,5,7,"{""1"":1320,""2"":1152,""3"":1152,""4"":1332,""5"":1308,""6"":1224,""7"":936,""8"":1176,""9"":1380,""10"":1308}","{""1"":6,""2"":5,""3"":5,""4"":5}","{""1"":280,""2"":231,""3"":251,""4"":246,""5"":279,""6"":237,""7"":233,""8"":233,""9"":270,""10"":259}",1229
104031508,104031,5,8,"{""1"":1430,""2"":1248,""3"":1248,""4"":1443,""5"":1417,""6"":1326,""7"":1014,""8"":1274,""9"":1495,""10"":1417}","{""1"":6,""2"":6,""3"":5,""4"":5}","{""1"":280,""2"":251,""3"":251,""4"":266,""5"":279,""6"":257,""7"":233,""8"":253,""9"":270,""10"":279}",1331
104031509,104031,5,9,"{""1"":1540,""2"":1344,""3"":1344,""4"":1554,""5"":1526,""6"":1428,""7"":1092,""8"":1372,""9"":1610,""10"":1526}","{""1"":6,""2"":6,""3"":6,""4"":5}","{""1"":300,""2"":271,""3"":251,""4"":266,""5"":299,""6"":277,""7"":233,""8"":253,""9"":270,""10"":299}",1434
104031510,104031,5,10,"{""1"":1650,""2"":1440,""3"":1440,""4"":1665,""5"":1635,""6"":1530,""7"":1170,""8"":1470,""9"":1725,""10"":1635}","{""1"":6,""2"":6,""3"":6,""4"":6}","{""1"":300,""2"":271,""3"":271,""4"":286,""5"":299,""6"":277,""7"":253,""8"":273,""9"":290,""10"":299}",1536
104032401,104032,4,1,"{""1"":58,""2"":49,""3"":44,""4"":53,""5"":51,""6"":49,""7"":40,""8"":44,""9"":55,""10"":55}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":130,""2"":98,""3"":102,""4"":106,""5"":117,""6"":98,""7"":95,""8"":88,""9"":124,""10"":110}",50
104032402,104032,4,2,"{""1"":115,""2"":98,""3"":87,""4"":106,""5"":102,""6"":98,""7"":80,""8"":88,""9"":109,""10"":110}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":130,""2"":113,""3"":102,""4"":121,""5"":117,""6"":113,""7"":95,""8"":103,""9"":124,""10"":125}",99
104032403,104032,4,3,"{""1"":173,""2"":147,""3"":131,""4"":159,""5"":153,""6"":147,""7"":120,""8"":132,""9"":164,""10"":165}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":145,""2"":128,""3"":102,""4"":121,""5"":132,""6"":128,""7"":95,""8"":103,""9"":124,""10"":140}",149
104032404,104032,4,4,"{""1"":230,""2"":196,""3"":174,""4"":212,""5"":204,""6"":196,""7"":160,""8"":176,""9"":218,""10"":220}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":145,""2"":128,""3"":117,""4"":136,""5"":132,""6"":128,""7"":110,""8"":118,""9"":139,""10"":140}",199
104032405,104032,4,5,"{""1"":288,""2"":245,""3"":218,""4"":265,""5"":255,""6"":245,""7"":200,""8"":220,""9"":273,""10"":275}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":145,""2"":128,""3"":117,""4"":151,""5"":147,""6"":143,""7"":110,""8"":133,""9"":154,""10"":140}",248
104032406,104032,4,6,"{""1"":345,""2"":294,""3"":261,""4"":318,""5"":306,""6"":294,""7"":240,""8"":264,""9"":327,""10"":330}","{""1"":3,""2"":2,""3"":2,""4"":2}","{""1"":160,""2"":143,""3"":132,""4"":151,""5"":147,""6"":143,""7"":125,""8"":133,""9"":154,""10"":155}",298
104032407,104032,4,7,"{""1"":403,""2"":343,""3"":305,""4"":371,""5"":357,""6"":343,""7"":280,""8"":308,""9"":382,""10"":385}","{""1"":3,""2"":3,""3"":2,""4"":2}","{""1"":175,""2"":143,""3"":147,""4"":151,""5"":162,""6"":143,""7"":140,""8"":133,""9"":169,""10"":155}",348
104032408,104032,4,8,"{""1"":460,""2"":392,""3"":348,""4"":424,""5"":408,""6"":392,""7"":320,""8"":352,""9"":436,""10"":440}","{""1"":3,""2"":3,""3"":3,""4"":2}","{""1"":175,""2"":158,""3"":147,""4"":166,""5"":162,""6"":158,""7"":140,""8"":148,""9"":169,""10"":170}",397
104032409,104032,4,9,"{""1"":518,""2"":441,""3"":392,""4"":477,""5"":459,""6"":441,""7"":360,""8"":396,""9"":491,""10"":495}","{""1"":3,""2"":3,""3"":3,""4"":3}","{""1"":190,""2"":173,""3"":147,""4"":166,""5"":177,""6"":173,""7"":140,""8"":148,""9"":169,""10"":185}",447
104032410,104032,4,10,"{""1"":575,""2"":490,""3"":435,""4"":530,""5"":510,""6"":490,""7"":400,""8"":440,""9"":545,""10"":550}","{""1"":4,""2"":3,""3"":3,""4"":3}","{""1"":190,""2"":173,""3"":162,""4"":181,""5"":177,""6"":173,""7"":155,""8"":163,""9"":184,""10"":185}",497
104032500,104032,5,0,"{""1"":633,""2"":539,""3"":479,""4"":583,""5"":561,""6"":539,""7"":440,""8"":484,""9"":600,""10"":605}","{""1"":4,""2"":4,""3"":3,""4"":3}","{""1"":205,""2"":173,""3"":162,""4"":181,""5"":192,""6"":173,""7"":155,""8"":163,""9"":184,""10"":200}",546
104032501,104032,5,1,"{""1"":690,""2"":588,""3"":522,""4"":636,""5"":612,""6"":588,""7"":480,""8"":528,""9"":654,""10"":660}","{""1"":4,""2"":4,""3"":4,""4"":3}","{""1"":225,""2"":173,""3"":182,""4"":181,""5"":212,""6"":173,""7"":175,""8"":163,""9"":204,""10"":200}",596
104032502,104032,5,2,"{""1"":805,""2"":686,""3"":609,""4"":742,""5"":714,""6"":686,""7"":560,""8"":616,""9"":763,""10"":770}","{""1"":4,""2"":4,""3"":4,""4"":4}","{""1"":225,""2"":193,""3"":182,""4"":201,""5"":212,""6"":193,""7"":175,""8"":183,""9"":204,""10"":220}",695
104032503,104032,5,3,"{""1"":920,""2"":784,""3"":696,""4"":848,""5"":816,""6"":784,""7"":640,""8"":704,""9"":872,""10"":880}","{""1"":5,""2"":4,""3"":4,""4"":4}","{""1"":245,""2"":213,""3"":182,""4"":201,""5"":232,""6"":213,""7"":175,""8"":183,""9"":204,""10"":240}",794
104032504,104032,5,4,"{""1"":1035,""2"":882,""3"":783,""4"":954,""5"":918,""6"":882,""7"":720,""8"":792,""9"":981,""10"":990}","{""1"":5,""2"":5,""3"":4,""4"":4}","{""1"":245,""2"":213,""3"":202,""4"":221,""5"":232,""6"":213,""7"":195,""8"":203,""9"":224,""10"":240}",894
104032505,104032,5,5,"{""1"":1150,""2"":980,""3"":870,""4"":1060,""5"":1020,""6"":980,""7"":800,""8"":880,""9"":1090,""10"":1100}","{""1"":5,""2"":5,""3"":5,""4"":4}","{""1"":245,""2"":213,""3"":202,""4"":241,""5"":252,""6"":233,""7"":195,""8"":223,""9"":244,""10"":240}",993
104032506,104032,5,6,"{""1"":1265,""2"":1078,""3"":957,""4"":1166,""5"":1122,""6"":1078,""7"":880,""8"":968,""9"":1199,""10"":1210}","{""1"":5,""2"":5,""3"":5,""4"":5}","{""1"":265,""2"":233,""3"":222,""4"":241,""5"":252,""6"":233,""7"":215,""8"":223,""9"":244,""10"":260}",1092
104032507,104032,5,7,"{""1"":1380,""2"":1176,""3"":1044,""4"":1272,""5"":1224,""6"":1176,""7"":960,""8"":1056,""9"":1308,""10"":1320}","{""1"":6,""2"":5,""3"":5,""4"":5}","{""1"":285,""2"":233,""3"":242,""4"":241,""5"":272,""6"":233,""7"":235,""8"":223,""9"":264,""10"":260}",1192
104032508,104032,5,8,"{""1"":1495,""2"":1274,""3"":1131,""4"":1378,""5"":1326,""6"":1274,""7"":1040,""8"":1144,""9"":1417,""10"":1430}","{""1"":6,""2"":6,""3"":5,""4"":5}","{""1"":285,""2"":253,""3"":242,""4"":261,""5"":272,""6"":253,""7"":235,""8"":243,""9"":264,""10"":280}",1291
104032509,104032,5,9,"{""1"":1610,""2"":1372,""3"":1218,""4"":1484,""5"":1428,""6"":1372,""7"":1120,""8"":1232,""9"":1526,""10"":1540}","{""1"":6,""2"":6,""3"":6,""4"":5}","{""1"":305,""2"":273,""3"":242,""4"":261,""5"":292,""6"":273,""7"":235,""8"":243,""9"":264,""10"":300}",1390
104032510,104032,5,10,"{""1"":1725,""2"":1470,""3"":1305,""4"":1590,""5"":1530,""6"":1470,""7"":1200,""8"":1320,""9"":1635,""10"":1650}","{""1"":6,""2"":6,""3"":6,""4"":6}","{""1"":305,""2"":273,""3"":262,""4"":281,""5"":292,""6"":273,""7"":255,""8"":263,""9"":284,""10"":300}",1490
104033401,104033,4,1,"{""1"":65,""2"":35,""3"":53,""4"":64,""5"":71,""6"":54,""7"":37,""8"":26,""9"":61,""10"":54}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":128,""2"":87,""3"":111,""4"":111,""5"":124,""6"":107,""7"":107,""8"":102,""9"":116,""10"":107}",52
104033402,104033,4,2,"{""1"":130,""2"":70,""3"":106,""4"":128,""5"":142,""6"":107,""7"":74,""8"":51,""9"":121,""10"":107}","{""1"":2,""2"":1,""3"":1,""4"":1}","{""1"":128,""2"":102,""3"":111,""4"":126,""5"":124,""6"":122,""7"":107,""8"":117,""9"":116,""10"":122}",104
104033403,104033,4,3,"{""1"":195,""2"":104,""3"":158,""4"":191,""5"":213,""6"":161,""7"":110,""8"":77,""9"":182,""10"":161}","{""1"":2,""2"":2,""3"":1,""4"":1}","{""1"":143,""2"":117,""3"":111,""4"":126,""5"":139,""6"":137,""7"":107,""8"":117,""9"":116,""10"":137}",155
104033404,104033,4,4,"{""1"":260,""2"":139,""3"":211,""4"":255,""5"":283,""6"":214,""7"":147,""8"":102,""9"":242,""10"":214}","{""1"":2,""2"":2,""3"":2,""4"":1}","{""1"":143,""2"":117,""3"":126,""4"":141,""5"":139,""6"":137,""7"":122,""8"":132,""9"":131,""10"":137}",207
104033405,104033,4,5,"{""1"":325,""2"":174,""3"":264,""4"":319,""5"":354,""6"":268,""7"":184,""8"":128,""9"":303,""10"":268}","{""1"":2,""2"":2,""3"":2,""4"":2}","{""1"":143,""2"":117,""3"":126,""4"":156,""5"":154,""6"":152,""7"":122,""8"":147,""9"":146,""10"":137}",259
104033406,104033,4,6,"{""1"":390,""2"":209,""3"":317,""4"":383,""5"":425,""6"":321,""7"":221,""8"":153,""9"":364,""10"":321}","{""1"":3,""2"":2,""3"":2,""4"":2}","{""1"":158,""2"":132,""3"":141,""4"":156,""5"":154,""6"":152,""7"":137,""8"":147,""9"":146,""10"":152}",310
104033407,104033,4,7,"{""1"":455,""2"":244,""3"":370,""4"":447,""5"":496,""6"":375,""7"":258,""8"":179,""9"":424,""10"":375}","{""1"":3,""2"":3,""3"":2,""4"":2}","{""1"":173,""2"":132,""3"":156,""4"":156,""5"":169,""6"":152,""7"":152,""8"":147,""9"":161,""10"":152}",362
104033408,104033,4,8,"{""1"":520,""2"":278,""3"":422,""4"":511,""5"":567,""6"":428,""7"":294,""8"":204,""9"":485,""10"":428}","{""1"":3,""2"":3,""3"":3,""4"":2}","{""1"":173,""2"":147,""3"":156,""4"":171,""5"":169,""6"":167,""7"":152,""8"":162,""9"":161,""10"":167}",414
104033409,104033,4,9,"{""1"":585,""2"":313,""3"":475,""4"":574,""5"":638,""6"":482,""7"":331,""8"":230,""9"":545,""10"":482}","{""1"":3,""2"":3,""3"":3,""4"":3}","{""1"":188,""2"":162,""3"":156,""4"":171,""5"":184,""6"":182,""7"":152,""8"":162,""9"":161,""10"":182}",466
104033410,104033,4,10,"{""1"":650,""2"":348,""3"":528,""4"":638,""5"":709,""6"":535,""7"":368,""8"":255,""9"":606,""10"":535}","{""1"":4,""2"":3,""3"":3,""4"":3}","{""1"":188,""2"":162,""3"":171,""4"":186,""5"":184,""6"":182,""7"":167,""8"":177,""9"":176,""10"":182}",517
104033500,104033,5,0,"{""1"":715,""2"":383,""3"":581,""4"":702,""5"":779,""6"":589,""7"":405,""8"":281,""9"":667,""10"":589}","{""1"":4,""2"":4,""3"":3,""4"":3}","{""1"":203,""2"":162,""3"":186,""4"":201,""5"":184,""6"":182,""7"":167,""8"":177,""9"":176,""10"":182}",569
104033501,104033,5,1,"{""1"":780,""2"":418,""3"":634,""4"":766,""5"":850,""6"":642,""7"":442,""8"":306,""9"":727,""10"":642}","{""1"":4,""2"":4,""3"":4,""4"":3}","{""1"":223,""2"":162,""3"":206,""4"":201,""5"":204,""6"":182,""7"":187,""8"":177,""9"":196,""10"":182}",621
104033502,104033,5,2,"{""1"":910,""2"":487,""3"":739,""4"":894,""5"":992,""6"":749,""7"":515,""8"":357,""9"":848,""10"":749}","{""1"":4,""2"":4,""3"":4,""4"":4}","{""1"":223,""2"":182,""3"":206,""4"":221,""5"":204,""6"":202,""7"":187,""8"":197,""9"":196,""10"":202}",724
104033503,104033,5,3,"{""1"":1040,""2"":557,""3"":845,""4"":1021,""5"":1134,""6"":856,""7"":589,""8"":408,""9"":970,""10"":856}","{""1"":5,""2"":4,""3"":4,""4"":4}","{""1"":243,""2"":202,""3"":206,""4"":221,""5"":224,""6"":222,""7"":187,""8"":197,""9"":196,""10"":222}",828
104033504,104033,5,4,"{""1"":1170,""2"":626,""3"":950,""4"":1149,""5"":1275,""6"":963,""7"":662,""8"":459,""9"":1091,""10"":963}","{""1"":5,""2"":5,""3"":4,""4"":4}","{""1"":243,""2"":202,""3"":226,""4"":241,""5"":224,""6"":222,""7"":207,""8"":217,""9"":216,""10"":222}",931
104033505,104033,5,5,"{""1"":1300,""2"":696,""3"":1056,""4"":1277,""5"":1417,""6"":1070,""7"":736,""8"":510,""9"":1212,""10"":1070}","{""1"":5,""2"":5,""3"":5,""4"":4}","{""1"":243,""2"":202,""3"":226,""4"":261,""5"":244,""6"":242,""7"":207,""8"":237,""9"":236,""10"":222}",1034
104033506,104033,5,6,"{""1"":1429,""2"":766,""3"":1162,""4"":1404,""5"":1559,""6"":1177,""7"":810,""8"":561,""9"":1333,""10"":1177}","{""1"":5,""2"":5,""3"":5,""4"":5}","{""1"":263,""2"":222,""3"":246,""4"":261,""5"":244,""6"":242,""7"":227,""8"":237,""9"":236,""10"":242}",1138
104033507,104033,5,7,"{""1"":1559,""2"":835,""3"":1267,""4"":1532,""5"":1700,""6"":1284,""7"":883,""8"":612,""9"":1454,""10"":1284}","{""1"":6,""2"":5,""3"":5,""4"":5}","{""1"":283,""2"":222,""3"":266,""4"":261,""5"":264,""6"":242,""7"":247,""8"":237,""9"":256,""10"":242}",1241
104033508,104033,5,8,"{""1"":1689,""2"":905,""3"":1373,""4"":1659,""5"":1842,""6"":1391,""7"":957,""8"":663,""9"":1576,""10"":1391}","{""1"":6,""2"":6,""3"":5,""4"":5}","{""1"":283,""2"":242,""3"":266,""4"":281,""5"":264,""6"":262,""7"":247,""8"":257,""9"":256,""10"":262}",1345
104033509,104033,5,9,"{""1"":1819,""2"":974,""3"":1478,""4"":1787,""5"":1984,""6"":1498,""7"":1030,""8"":714,""9"":1697,""10"":1498}","{""1"":6,""2"":6,""3"":6,""4"":5}","{""1"":303,""2"":262,""3"":266,""4"":281,""5"":284,""6"":282,""7"":247,""8"":257,""9"":256,""10"":282}",1448
104033510,104033,5,10,"{""1"":1949,""2"":1044,""3"":1584,""4"":1915,""5"":2126,""6"":1605,""7"":1104,""8"":765,""9"":1818,""10"":1605}","{""1"":6,""2"":6,""3"":6,""4"":6}","{""1"":303,""2"":262,""3"":286,""4"":301,""5"":284,""6"":282,""7"":267,""8"":277,""9"":276,""10"":282}",1552
104034401,104034,4,1,"{""1"":66,""2"":37,""3"":63,""4"":63,""5"":65,""6"":48,""7"":32,""8"":20,""9"":67,""10"":51}","{""1"":1,""2"":1,""3"":1,""4"":1}","{""1"":129,""2"":93,""3"":129,""4"":110,""5"":115,""6"":96,""7"":95,""8"":79,""9"":126,""10"":101}",51
