Id,CardId,Star,ClubId,Ability,Position
40802,104003,2,408,"{""1"":369,""2"":306,""3"":282,""4"":315,""5"":276,""6"":294,""7"":291,""8"":306,""9"":321,""10"":330}",3
40803,103033,2,408,"{""1"":213,""2"":320,""3"":186,""4"":217,""5"":150,""6"":255,""7"":335,""8"":361,""9"":218,""10"":279}",4
40804,103001,2,408,"{""1"":238,""2"":349,""3"":168,""4"":209,""5"":158,""6"":282,""7"":378,""8"":395,""9"":230,""10"":291}",5
40805,102014,2,408,"{""1"":221,""2"":139,""3"":245,""4"":311,""5"":284,""6"":198,""7"":103,""8"":124,""9"":284,""10"":234}",1
40806,104016,2,408,"{""1"":404,""2"":209,""3"":363,""4"":376,""5"":359,""6"":264,""7"":187,""8"":144,""9"":382,""10"":315}",2
40807,101012,2,408,"{""1"":150,""2"":168,""3"":153,""4"":198,""5"":177,""6"":174,""7"":153,""8"":180,""9"":195,""10"":192}",3
40808,103029,2,408,"{""1"":240,""2"":302,""3"":181,""4"":217,""5"":140,""6"":231,""7"":304,""8"":370,""9"":230,""10"":285}",4
40809,103003,2,408,"{""1"":224,""2"":338,""3"":181,""4"":209,""5"":172,""6"":279,""7"":359,""8"":382,""9"":221,""10"":279}",5
40900,104006,2,409,"{""1"":404,""2"":282,""3"":476,""4"":460,""5"":539,""6"":385,""7"":184,""8"":247,""9"":471,""10"":392}",1
40901,101011,2,409,"{""1"":215,""2"":138,""3"":218,""4"":282,""5"":257,""6"":187,""7"":138,""8"":86,""9"":294,""10"":227}",2
40902,102015,2,409,"{""1"":256,""2"":241,""3"":223,""4"":277,""5"":252,""6"":245,""7"":216,""8"":270,""9"":281,""10"":281}",3
40903,101008,2,409,"{""1"":168,""2"":268,""3"":156,""4"":190,""5"":112,""6"":173,""7"":234,""8"":318,""9"":187,""10"":241}",4
40904,104008,2,409,"{""1"":369,""2"":492,""3"":257,""4"":297,""5"":229,""6"":407,""7"":538,""8"":509,""9"":328,""10"":410}",5
40905,102002,2,409,"{""1"":280,""2"":173,""3"":331,""4"":348,""5"":296,""6"":205,""7"":123,""8"":144,""9"":333,""10"":270}",1
40906,103038,2,409,"{""1"":339,""2"":216,""3"":337,""4"":389,""5"":393,""6"":302,""7"":222,""8"":128,""9"":384,""10"":324}",2
40907,101015,2,409,"{""1"":173,""2"":187,""3"":223,""4"":234,""5"":173,""6"":173,""7"":176,""8"":216,""9"":234,""10"":216}",3
40908,101008,2,409,"{""1"":168,""2"":268,""3"":156,""4"":190,""5"":112,""6"":173,""7"":234,""8"":318,""9"":187,""10"":241}",4
40909,104008,2,409,"{""1"":369,""2"":492,""3"":257,""4"":297,""5"":229,""6"":407,""7"":538,""8"":509,""9"":328,""10"":410}",5
41000,103005,2,410,"{""1"":299,""2"":236,""3"":422,""4"":393,""5"":471,""6"":331,""7"":143,""8"":186,""9"":406,""10"":302}",1
41001,101014,2,410,"{""1"":199,""2"":147,""3"":210,""4"":282,""5"":248,""6"":180,""7"":138,""8"":103,""9"":289,""10"":216}",2
41002,102011,2,410,"{""1"":274,""2"":234,""3"":220,""4"":274,""5"":212,""6"":216,""7"":212,""8"":252,""9"":288,""10"":270}",3
41003,102012,2,410,"{""1"":243,""2"":320,""3"":194,""4"":226,""5"":140,""6"":216,""7"":276,""8"":318,""9"":236,""10"":292}",4
41004,104005,2,410,"{""1"":330,""2"":531,""3"":269,""4"":297,""5"":232,""6"":378,""7"":501,""8"":554,""9"":328,""10"":425}",5
41005,103010,2,410,"{""1"":333,""2"":204,""3"":364,""4"":422,""5"":399,""6"":281,""7"":143,""8"":174,""9"":367,""10"":328}",1
41006,104014,2,410,"{""1"":435,""2"":253,""3"":404,""4"":460,""5"":407,""6"":320,""7"":253,""8"":175,""9"":449,""10"":385}",2
41007,103011,2,410,"{""1"":320,""2"":266,""3"":245,""4"":331,""5"":277,""6"":277,""7"":259,""8"":310,""9"":356,""10"":328}",3
41008,103036,2,410,"{""1"":269,""2"":397,""3"":233,""4"":260,""5"":171,""6"":270,""7"":351,""8"":408,""9"":274,""10"":335}",4
41009,104015,2,410,"{""1"":386,""2"":471,""3"":257,""4"":297,""5"":197,""6"":378,""7"":534,""8"":529,""9"":317,""10"":425}",5
50100,104002,2,501,"{""1"":378,""2"":221,""3"":393,""4"":393,""5"":389,""6"":273,""7"":140,""8"":202,""9"":382,""10"":321}",1
50101,103032,2,501,"{""1"":304,""2"":190,""3"":261,""4"":324,""5"":324,""6"":249,""7"":180,""8"":108,""9"":338,""10"":273}",2
50102,101005,2,501,"{""1"":159,""2"":180,""3"":165,""4"":195,""5"":192,""6"":183,""7"":144,""8"":192,""9"":192,""10"":204}",3
50103,104007,2,501,"{""1"":324,""2"":382,""3"":211,""4"":258,""5"":166,""6"":279,""7"":378,""8"":462,""9"":264,""10"":369}",4
50104,103012,2,501,"{""1"":227,""2"":317,""3"":171,""4"":209,""5"":153,""6"":249,""7"":335,""8"":416,""9"":226,""10"":300}",5
50105,104018,2,501,"{""1"":369,""2"":218,""3"":404,""4"":407,""5"":381,""6"":267,""7"":140,""8"":166,""9"":407,""10"":330}",1
50106,102006,2,501,"{""1"":252,""2"":142,""3"":234,""4"":279,""5"":289,""6"":207,""7"":137,""8"":92,""9"":288,""10"":231}",2
50107,104013,2,501,"{""1"":315,""2"":279,""3"":279,""4"":315,""5"":291,""6"":300,""7"":282,""8"":288,""9"":327,""10"":330}",3
50108,103002,2,501,"{""1"":211,""2"":310,""3"":227,""4"":217,""5"":187,""6"":291,""7"":328,""8"":311,""9"":247,""10"":270}",4
50109,104005,2,501,"{""1"":275,""2"":443,""3"":224,""4"":247,""5"":193,""6"":315,""7"":417,""8"":462,""9"":274,""10"":354}",5
50200,104004,2,502,"{""1"":337,""2"":204,""3"":414,""4"":393,""5"":478,""6"":330,""7"":140,""8"":166,""9"":385,""10"":321}",1
50201,102005,2,502,"{""1"":276,""2"":142,""3"":195,""4"":279,""5"":234,""6"":174,""7"":137,""8"":89,""9"":281,""10"":234}",2
50202,104030,2,502,"{""1"":333,""2"":282,""3"":273,""4"":321,""5"":288,""6"":288,""7"":264,""8"":279,""9"":333,""10"":342}",3
50203,103033,2,502,"{""1"":213,""2"":320,""3"":186,""4"":217,""5"":150,""6"":255,""7"":335,""8"":361,""9"":218,""10"":279}",4
50204,103009,2,502,"{""1"":211,""2"":328,""3"":184,""4"":209,""5"":174,""6"":282,""7"":359,""8"":311,""9"":247,""10"":282}",5
50205,102010,2,502,"{""1"":233,""2"":146,""3"":262,""4"":286,""5"":271,""6"":195,""7"":103,""8"":120,""9"":295,""10"":228}",1
50206,103032,2,502,"{""1"":304,""2"":190,""3"":261,""4"":324,""5"":324,""6"":249,""7"":180,""8"":108,""9"":338,""10"":273}",2
50207,104030,2,502,"{""1"":333,""2"":282,""3"":273,""4"":321,""5"":288,""6"":288,""7"":264,""8"":279,""9"":333,""10"":342}",3
50208,103033,2,502,"{""1"":213,""2"":320,""3"":186,""4"":217,""5"":150,""6"":255,""7"":335,""8"":361,""9"":218,""10"":279}",4
50209,104019,2,502,"{""1"":305,""2"":378,""3"":237,""4"":247,""5"":218,""6"":312,""7"":363,""8"":374,""9"":271,""10"":339}",5
50300,104033,2,503,"{""1"":334,""2"":230,""3"":383,""4"":393,""5"":446,""6"":318,""7"":157,""8"":202,""9"":396,""10"":318}",1
50301,104016,2,503,"{""1"":404,""2"":209,""3"":363,""4"":376,""5"":359,""6"":264,""7"":187,""8"":144,""9"":382,""10"":315}",2
50302,104030,2,503,"{""1"":333,""2"":282,""3"":273,""4"":321,""5"":288,""6"":288,""7"":264,""8"":279,""9"":333,""10"":342}",3
50303,104001,2,503,"{""1"":300,""2"":428,""3"":213,""4"":247,""5"":170,""6"":288,""7"":378,""8"":420,""9"":274,""10"":333}",4
50304,104011,2,503,"{""1"":319,""2"":421,""3"":201,""4"":247,""5"":204,""6"":315,""7"":398,""8"":479,""9"":295,""10"":351}",5
50305,101010,2,503,"{""1"":173,""2"":125,""3"":204,""4"":248,""5"":207,""6"":147,""7"":86,""8"":111,""9"":230,""10"":183}",1
50306,101009,2,503,"{""1"":190,""2"":127,""3"":172,""4"":235,""5"":222,""6"":165,""7"":115,""8"":83,""9"":230,""10"":192}",2
50307,103011,2,503,"{""1"":267,""2"":222,""3"":204,""4"":276,""5"":231,""6"":231,""7"":216,""8"":258,""9"":297,""10"":273}",3
50308,101006,2,503,"{""1"":149,""2"":205,""3"":138,""4"":161,""5"":98,""6"":156,""7"":203,""8"":265,""9"":156,""10"":207}",4
50309,104005,2,503,"{""1"":275,""2"":443,""3"":224,""4"":247,""5"":193,""6"":315,""7"":417,""8"":462,""9"":274,""10"":354}",5
50400,104033,2,504,"{""1"":334,""2"":230,""3"":383,""4"":393,""5"":446,""6"":318,""7"":157,""8"":202,""9"":396,""10"":318}",1
50401,104017,2,504,"{""1"":383,""2"":218,""3"":343,""4"":380,""5"":445,""6"":342,""7"":235,""8"":122,""9"":374,""10"":321}",2
50402,104003,2,504,"{""1"":369,""2"":306,""3"":282,""4"":315,""5"":276,""6"":294,""7"":291,""8"":306,""9"":321,""10"":330}",3
50403,103015,2,504,"{""1"":246,""2"":302,""3"":189,""4"":217,""5"":172,""6"":267,""7"":308,""8"":378,""9"":218,""10"":270}",4
50404,104019,2,504,"{""1"":305,""2"":378,""3"":237,""4"":247,""5"":218,""6"":312,""7"":363,""8"":374,""9"":271,""10"":339}",5
50405,101010,2,504,"{""1"":173,""2"":125,""3"":204,""4"":248,""5"":207,""6"":147,""7"":86,""8"":111,""9"":230,""10"":183}",1
50406,101011,2,504,"{""1"":179,""2"":115,""3"":182,""4"":235,""5"":215,""6"":156,""7"":115,""8"":72,""9"":245,""10"":189}",2
50407,103037,2,504,"{""1"":249,""2"":246,""3"":204,""4"":276,""5"":237,""6"":255,""7"":255,""8"":264,""9"":270,""10"":282}",3
50408,103002,2,504,"{""1"":211,""2"":310,""3"":227,""4"":217,""5"":187,""6"":291,""7"":328,""8"":311,""9"":247,""10"":270}",4
50409,103009,2,504,"{""1"":211,""2"":328,""3"":184,""4"":209,""5"":174,""6"":282,""7"":359,""8"":311,""9"":247,""10"":282}",5
50500,103021,2,505,"{""1"":277,""2"":190,""3"":307,""4"":342,""5"":344,""6"":243,""7"":119,""8"":145,""9"":328,""10"":270}",1
50501,103038,2,505,"{""1"":283,""2"":180,""3"":281,""4"":324,""5"":328,""6"":252,""7"":185,""8"":107,""9"":320,""10"":270}",2
50502,102011,2,505,"{""1"":228,""2"":195,""3"":183,""4"":228,""5"":177,""6"":180,""7"":177,""8"":210,""9"":240,""10"":225}",3
50503,103035,2,505,"{""1"":200,""2"":302,""3"":186,""4"":227,""5"":152,""6"":258,""7"":343,""8"":374,""9"":221,""10"":264}",4
50504,104011,2,505,"{""1"":319,""2"":421,""3"":201,""4"":247,""5"":204,""6"":315,""7"":398,""8"":479,""9"":295,""10"":351}",5
50505,101010,2,505,"{""1"":173,""2"":125,""3"":204,""4"":248,""5"":207,""6"":147,""7"":86,""8"":111,""9"":230,""10"":183}",1
50506,104014,2,505,"{""1"":362,""2"":211,""3"":337,""4"":383,""5"":339,""6"":267,""7"":211,""8"":146,""9"":374,""10"":321}",2
50507,104010,2,505,"{""1"":321,""2"":282,""3"":249,""4"":315,""5"":312,""6"":300,""7"":252,""8"":369,""9"":327,""10"":318}",3
50508,103022,2,505,"{""1"":203,""2"":317,""3"":184,""4"":217,""5"":150,""6"":270,""7"":359,""8"":416,""9"":226,""10"":282}",4
50509,103003,2,505,"{""1"":224,""2"":338,""3"":181,""4"":209,""5"":172,""6"":279,""7"":359,""8"":382,""9"":221,""10"":279}",5
50600,103040,2,506,"{""1"":284,""2"":178,""3"":276,""4"":352,""5"":328,""6"":234,""7"":119,""8"":151,""9"":328,""10"":279}",1
50601,103032,2,506,"{""1"":304,""2"":190,""3"":261,""4"":324,""5"":324,""6"":249,""7"":180,""8"":108,""9"":338,""10"":273}",2
50602,103031,2,506,"{""1"":273,""2"":219,""3"":222,""4"":267,""5"":222,""6"":237,""7"":237,""8"":276,""9"":270,""10"":270}",3
50603,103015,2,506,"{""1"":246,""2"":302,""3"":189,""4"":217,""5"":172,""6"":267,""7"":308,""8"":378,""9"":218,""10"":270}",4
50604,103001,2,506,"{""1"":238,""2"":349,""3"":168,""4"":209,""5"":158,""6"":282,""7"":378,""8"":395,""9"":230,""10"":291}",5
50605,104025,2,506,"{""1"":328,""2"":226,""3"":404,""4"":404,""5"":450,""6"":315,""7"":140,""8"":179,""9"":385,""10"":312}",1
50606,104024,2,506,"{""1"":393,""2"":223,""3"":376,""4"":380,""5"":390,""6"":288,""7"":192,""8"":119,""9"":400,""10"":303}",2
50607,102011,2,506,"{""1"":228,""2"":195,""3"":183,""4"":228,""5"":177,""6"":180,""7"":177,""8"":210,""9"":240,""10"":225}",3
50608,101013,2,506,"{""1"":130,""2"":187,""3"":130,""4"":158,""5"":94,""6"":144,""7"":187,""8"":248,""9"":166,""10"":216}",4
50609,104008,2,506,"{""1"":308,""2"":410,""3"":214,""4"":247,""5"":191,""6"":339,""7"":449,""8"":424,""9"":274,""10"":342}",5
50700,103007,2,507,"{""1"":295,""2"":228,""3"":414,""4"":389,""5"":452,""6"":317,""7"":143,""8"":176,""9"":402,""10"":310}",1
50701,104027,2,507,"{""1"":455,""2"":276,""3"":380,""4"":460,""5"":510,""6"":367,""7"":225,""8"":176,""9"":497,""10"":392}",2
50702,103027,2,507,"{""1"":320,""2"":277,""3"":245,""4"":331,""5"":320,""6"":310,""7"":252,""8"":270,""9"":335,""10"":324}",3
50703,103034,2,507,"{""1"":237,""2"":389,""3"":230,""4"":272,""5"":213,""6"":320,""7"":351,""8"":459,""9"":265,""10"":335}",4
50704,104019,2,507,"{""1"":366,""2"":454,""3"":285,""4"":297,""5"":262,""6"":374,""7"":435,""8"":449,""9"":325,""10"":407}",5
50705,103008,2,507,"{""1"":253,""2"":216,""3"":397,""4"":410,""5"":505,""6"":349,""7"":147,""8"":171,""9"":380,""10"":299}",1
50706,102008,2,507,"{""1"":315,""2"":202,""3"":226,""4"":335,""5"":337,""6"":248,""7"":164,""8"":121,""9"":346,""10"":281}",2
50707,101012,2,507,"{""1"":180,""2"":202,""3"":184,""4"":238,""5"":212,""6"":209,""7"":184,""8"":216,""9"":234,""10"":230}",3
50708,102007,2,507,"{""1"":233,""2"":315,""3"":185,""4"":230,""5"":159,""6"":238,""7"":276,""8"":383,""9"":242,""10"":277}",4
50709,104015,2,507,"{""1"":386,""2"":471,""3"":257,""4"":297,""5"":197,""6"":378,""7"":534,""8"":529,""9"":317,""10"":425}",5
50800,104033,2,508,"{""1"":401,""2"":276,""3"":460,""4"":472,""5"":535,""6"":382,""7"":188,""8"":242,""9"":475,""10"":382}",1
50801,101009,2,508,"{""1"":228,""2"":153,""3"":206,""4"":282,""5"":267,""6"":198,""7"":138,""8"":99,""9"":276,""10"":230}",2
50802,104028,2,508,"{""1"":414,""2"":353,""3"":313,""4"":382,""5"":367,""6"":353,""7"":288,""8"":317,""9"":392,""10"":396}",3
50803,101001,2,508,"{""1"":185,""2"":259,""3"":162,""4"":190,""5"":124,""6"":202,""7"":267,""8"":338,""9"":184,""10"":245}",4
50804,104009,2,508,"{""1"":353,""2"":492,""3"":278,""4"":297,""5"":244,""6"":443,""7"":576,""8"":590,""9"":325,""10"":439}",5
50805,103028,2,508,"{""1"":306,""2"":213,""3"":377,""4"":414,""5"":403,""6"":288,""7"":143,""8"":184,""9"":402,""10"":310}",1
50806,103032,2,508,"{""1"":364,""2"":228,""3"":313,""4"":389,""5"":388,""6"":299,""7"":216,""8"":130,""9"":406,""10"":328}",2
50807,101002,2,508,"{""1"":205,""2"":202,""3"":184,""4"":238,""5"":202,""6"":227,""7"":230,""8"":205,""9"":252,""10"":227}",3
50808,102012,2,508,"{""1"":243,""2"":320,""3"":194,""4"":226,""5"":140,""6"":216,""7"":276,""8"":318,""9"":236,""10"":292}",4
50809,104022,2,508,"{""1"":353,""2"":471,""3"":282,""4"":297,""5"":202,""6"":320,""7"":449,""8"":469,""9"":328,""10"":414}",5
50900,101010,2,509,"{""1"":243,""2"":175,""3"":285,""4"":348,""5"":289,""6"":206,""7"":121,""8"":156,""9"":323,""10"":256}",1
50901,102005,2,509,"{""1"":386,""2"":198,""3"":273,""4"":391,""5"":328,""6"":244,""7"":192,""8"":124,""9"":393,""10"":328}",2
50902,103027,2,509,"{""1"":374,""2"":323,""3"":286,""4"":386,""5"":374,""6"":361,""7"":294,""8"":315,""9"":391,""10"":378}",3
50903,104001,2,509,"{""1"":420,""2"":600,""3"":299,""4"":346,""5"":238,""6"":403,""7"":530,""8"":588,""9"":383,""10"":466}",4
50904,103001,2,509,"{""1"":333,""2"":489,""3"":236,""4"":293,""5"":221,""6"":395,""7"":530,""8"":553,""9"":323,""10"":407}",5
50905,101004,2,509,"{""1"":225,""2"":168,""3"":270,""4"":357,""5"":363,""6"":252,""7"":123,""8"":173,""9"":333,""10"":269}",1
50906,101011,2,509,"{""1"":251,""2"":161,""3"":254,""4"":328,""5"":300,""6"":218,""7"":161,""8"":101,""9"":343,""10"":265}",2
50907,103011,2,509,"{""1"":374,""2"":311,""3"":286,""4"":386,""5"":323,""6"":323,""7"":302,""8"":361,""9"":416,""10"":382}",3
50908,101013,2,509,"{""1"":181,""2"":262,""3"":181,""4"":221,""5"":131,""6"":202,""7"":262,""8"":347,""9"":232,""10"":302}",4
50909,103003,2,509,"{""1"":314,""2"":474,""3"":253,""4"":293,""5"":241,""6"":391,""7"":502,""8"":535,""9"":309,""10"":391}",5
51000,102010,2,510,"{""1"":326,""2"":205,""3"":367,""4"":401,""5"":380,""6"":273,""7"":144,""8"":168,""9"":413,""10"":319}",1
51001,104024,2,510,"{""1"":551,""2"":312,""3"":527,""4"":531,""5"":546,""6"":403,""7"":269,""8"":166,""9"":559,""10"":424}",2
51002,103027,2,510,"{""1"":374,""2"":323,""3"":286,""4"":386,""5"":374,""6"":361,""7"":294,""8"":315,""9"":391,""10"":378}",3
51003,103036,2,510,"{""1"":314,""2"":464,""3"":272,""4"":303,""5"":199,""6"":315,""7"":410,""8"":476,""9"":319,""10"":391}",4
51004,103001,2,510,"{""1"":333,""2"":489,""3"":236,""4"":293,""5"":221,""6"":395,""7"":530,""8"":553,""9"":323,""10"":407}",5
51005,104004,2,510,"{""1"":472,""2"":286,""3"":580,""4"":551,""5"":669,""6"":462,""7"":197,""8"":232,""9"":539,""10"":449}",1
51006,103032,2,510,"{""1"":425,""2"":265,""3"":365,""4"":454,""5"":453,""6"":349,""7"":252,""8"":151,""9"":474,""10"":382}",2
51007,104003,2,510,"{""1"":517,""2"":428,""3"":395,""4"":441,""5"":386,""6"":412,""7"":407,""8"":428,""9"":449,""10"":462}",3
51008,103015,2,510,"{""1"":344,""2"":423,""3"":265,""4"":303,""5"":240,""6"":374,""7"":431,""8"":529,""9"":306,""10"":378}",4
51009,103017,2,510,"{""1"":295,""2"":444,""3"":236,""4"":293,""5"":212,""6"":378,""7"":513,""8"":500,""9"":349,""10"":420}",5
60100,104033,2,601,"{""1"":501,""2"":346,""3"":574,""4"":590,""5"":668,""6"":477,""7"":235,""8"":302,""9"":594,""10"":477}",1
60101,102005,2,601,"{""1"":414,""2"":212,""3"":292,""4"":419,""5"":351,""6"":261,""7"":205,""8"":133,""9"":421,""10"":351}",2
60102,102011,2,601,"{""1"":342,""2"":293,""3"":275,""4"":342,""5"":266,""6"":270,""7"":266,""8"":315,""9"":360,""10"":338}",3
60103,103020,2,601,"{""1"":348,""2"":459,""3"":271,""4"":337,""5"":231,""6"":378,""7"":486,""8"":523,""9"":342,""10"":401}",4
60104,104008,2,601,"{""1"":462,""2"":616,""3"":321,""4"":371,""5"":287,""6"":509,""7"":673,""8"":636,""9"":410,""10"":513}",5
60105,103016,2,601,"{""1"":416,""2"":284,""3"":455,""4"":512,""5"":516,""6"":396,""7"":219,""8"":261,""9"":486,""10"":410}",1
60106,104014,2,601,"{""1"":543,""2"":317,""3"":505,""4"":574,""5"":509,""6"":401,""7"":317,""8"":218,""9"":562,""10"":482}",2
60107,103011,2,601,"{""1"":401,""2"":333,""3"":306,""4"":414,""5"":347,""6"":347,""7"":324,""8"":387,""9"":446,""10"":410}",3
60108,102007,2,601,"{""1"":292,""2"":394,""3"":231,""4"":287,""5"":199,""6"":297,""7"":345,""8"":479,""9"":302,""10"":347}",4
60109,104011,2,601,"{""1"":478,""2"":632,""3"":302,""4"":371,""5"":306,""6"":473,""7"":597,""8"":718,""9"":443,""10"":527}",5
60200,104004,2,602,"{""1"":506,""2"":306,""3"":621,""4"":590,""5"":717,""6"":495,""7"":211,""8"":249,""9"":578,""10"":482}",1
60201,102008,2,602,"{""1"":393,""2"":252,""3"":282,""4"":419,""5"":421,""6"":311,""7"":205,""8"":151,""9"":432,""10"":351}",2
60202,101007,2,602,"{""1"":243,""2"":243,""3"":239,""4"":293,""5"":234,""6"":234,""7"":216,""8"":266,""9"":311,""10"":302}",3
60203,104001,2,602,"{""1"":450,""2"":643,""3"":320,""4"":371,""5"":254,""6"":432,""7"":567,""8"":630,""9"":410,""10"":500}",4
60204,104008,2,602,"{""1"":462,""2"":616,""3"":321,""4"":371,""5"":287,""6"":509,""7"":673,""8"":636,""9"":410,""10"":513}",5
60205,103024,2,602,"{""1"":373,""2"":263,""3"":409,""4"":497,""5"":614,""6"":437,""7"":200,""8"":221,""9"":481,""10"":383}",1
60206,102005,2,602,"{""1"":414,""2"":212,""3"":292,""4"":419,""5"":351,""6"":261,""7"":205,""8"":133,""9"":421,""10"":351}",2
60207,104003,2,602,"{""1"":554,""2"":459,""3"":423,""4"":473,""5"":414,""6"":441,""7"":437,""8"":459,""9"":482,""10"":495}",3
60208,103036,2,602,"{""1"":336,""2"":497,""3"":292,""4"":325,""5"":214,""6"":338,""7"":439,""8"":510,""9"":342,""10"":419}",4
60209,104011,2,602,"{""1"":478,""2"":632,""3"":302,""4"":371,""5"":306,""6"":473,""7"":597,""8"":718,""9"":443,""10"":527}",5
60300,103008,2,603,"{""1"":317,""2"":270,""3"":497,""4"":512,""5"":632,""6"":437,""7"":184,""8"":214,""9"":475,""10"":374}",1
60301,104017,2,603,"{""1"":574,""2"":328,""3"":515,""4"":569,""5"":667,""6"":513,""7"":353,""8"":182,""9"":562,""10"":482}",2
60302,103027,2,603,"{""1"":401,""2"":347,""3"":306,""4"":414,""5"":401,""6"":387,""7"":315,""8"":338,""9"":419,""10"":405}",3
60303,103036,2,603,"{""1"":336,""2"":497,""3"":292,""4"":325,""5"":214,""6"":338,""7"":439,""8"":510,""9"":342,""10"":419}",4
60304,104009,2,603,"{""1"":441,""2"":616,""3"":348,""4"":371,""5"":306,""6"":554,""7"":720,""8"":737,""9"":407,""10"":549}",5
60305,104033,2,603,"{""1"":501,""2"":346,""3"":574,""4"":590,""5"":668,""6"":477,""7"":235,""8"":302,""9"":594,""10"":477}",1
60306,104024,2,603,"{""1"":590,""2"":335,""3"":564,""4"":569,""5"":585,""6"":432,""7"":288,""8"":178,""9"":599,""10"":455}",2
60307,101015,2,603,"{""1"":216,""2"":234,""3"":279,""4"":293,""5"":216,""6"":216,""7"":221,""8"":270,""9"":293,""10"":270}",3
60308,104001,2,603,"{""1"":450,""2"":643,""3"":320,""4"":371,""5"":254,""6"":432,""7"":567,""8"":630,""9"":410,""10"":500}",4
60309,104026,2,603,"{""1"":405,""2"":599,""3"":310,""4"":371,""5"":302,""6"":527,""7"":684,""8"":693,""9"":432,""10"":500}",5
60400,101010,2,604,"{""1"":260,""2"":187,""3"":305,""4"":373,""5"":310,""6"":221,""7"":130,""8"":167,""9"":346,""10"":275}",1
60401,102005,2,604,"{""1"":414,""2"":212,""3"":292,""4"":419,""5"":351,""6"":261,""7"":205,""8"":133,""9"":421,""10"":351}",2
60402,102011,2,604,"{""1"":342,""2"":293,""3"":275,""4"":342,""5"":266,""6"":270,""7"":266,""8"":315,""9"":360,""10"":338}",3
60403,101003,2,604,"{""1"":227,""2"":281,""3"":198,""4"":245,""5"":164,""6"":261,""7"":328,""8"":391,""9"":252,""10"":306}",4
60404,104011,2,604,"{""1"":478,""2"":632,""3"":302,""4"":371,""5"":306,""6"":473,""7"":597,""8"":718,""9"":443,""10"":527}",5
60405,103010,2,604,"{""1"":416,""2"":256,""3"":455,""4"":528,""5"":498,""6"":351,""7"":178,""8"":217,""9"":459,""10"":410}",1
60406,104024,2,604,"{""1"":590,""2"":335,""3"":564,""4"":569,""5"":585,""6"":432,""7"":288,""8"":178,""9"":599,""10"":455}",2
60407,101012,2,604,"{""1"":225,""2"":252,""3"":230,""4"":297,""5"":266,""6"":261,""7"":230,""8"":270,""9"":293,""10"":288}",3
60408,101003,2,604,"{""1"":227,""2"":281,""3"":198,""4"":245,""5"":164,""6"":261,""7"":328,""8"":391,""9"":252,""10"":306}",4
60409,104015,2,604,"{""1"":482,""2"":589,""3"":321,""4"":371,""5"":246,""6"":473,""7"":667,""8"":662,""9"":396,""10"":531}",5
60500,104012,2,605,"{""1"":534,""2"":317,""3"":637,""4"":585,""5"":686,""6"":491,""7"":238,""8"":302,""9"":567,""10"":477}",1
60501,101009,2,605,"{""1"":285,""2"":191,""3"":257,""4"":352,""5"":333,""6"":248,""7"":173,""8"":124,""9"":346,""10"":288}",2
60502,103031,2,605,"{""1"":410,""2"":329,""3"":333,""4"":401,""5"":333,""6"":356,""7"":356,""8"":414,""9"":405,""10"":405}",3
60503,102007,2,605,"{""1"":292,""2"":394,""3"":231,""4"":287,""5"":199,""6"":297,""7"":345,""8"":479,""9"":302,""10"":347}",4
60504,103017,2,605,"{""1"":316,""2"":475,""3"":252,""4"":314,""5"":227,""6"":405,""7"":550,""8"":536,""9"":374,""10"":450}",5
60505,103016,2,605,"{""1"":416,""2"":284,""3"":455,""4"":512,""5"":516,""6"":396,""7"":219,""8"":261,""9"":486,""10"":410}",1
60506,104027,2,605,"{""1"":569,""2"":346,""3"":475,""4"":574,""5"":638,""6"":459,""7"":281,""8"":221,""9"":621,""10"":491}",2
60507,104003,2,605,"{""1"":554,""2"":459,""3"":423,""4"":473,""5"":414,""6"":441,""7"":437,""8"":459,""9"":482,""10"":495}",3
60508,103036,2,605,"{""1"":336,""2"":497,""3"":292,""4"":325,""5"":214,""6"":338,""7"":439,""8"":510,""9"":342,""10"":419}",4
60509,103001,2,605,"{""1"":356,""2"":524,""3"":252,""4"":314,""5"":236,""6"":423,""7"":567,""8"":592,""9"":346,""10"":437}",5
60600,104012,2,606,"{""1"":534,""2"":317,""3"":637,""4"":585,""5"":686,""6"":491,""7"":238,""8"":302,""9"":567,""10"":477}",1
60601,101009,2,606,"{""1"":285,""2"":191,""3"":257,""4"":352,""5"":333,""6"":248,""7"":173,""8"":124,""9"":346,""10"":288}",2
60602,103011,2,606,"{""1"":401,""2"":333,""3"":306,""4"":414,""5"":347,""6"":347,""7"":324,""8"":387,""9"":446,""10"":410}",3
60603,103022,2,606,"{""1"":304,""2"":475,""3"":275,""4"":325,""5"":225,""6"":405,""7"":538,""8"":624,""9"":338,""10"":423}",4
60604,103009,2,606,"{""1"":316,""2"":491,""3"":275,""4"":314,""5"":261,""6"":423,""7"":538,""8"":466,""9"":371,""10"":423}",5
60605,103010,2,606,"{""1"":416,""2"":256,""3"":455,""4"":528,""5"":498,""6"":351,""7"":178,""8"":217,""9"":459,""10"":410}",1
60606,101011,2,606,"{""1"":269,""2"":173,""3"":272,""4"":352,""5"":322,""6"":234,""7"":173,""8"":108,""9"":367,""10"":284}",2
60607,104030,2,606,"{""1"":500,""2"":423,""3"":410,""4"":482,""5"":432,""6"":432,""7"":396,""8"":419,""9"":500,""10"":513}",3
